,i_Host,Host,i_GPU,GPU,Throughput,Throughputs,Uncert,Start,tile
79,6,x1922c1s5b0n0,7,3.1,25.34075858237837,"[24.90311133 25.37829521 25.5604937  25.53243097 25.53952241 25.30628513
 25.17282719 25.05394427 25.30276338 25.34364397 25.19708848 25.46700113
 25.5765923  25.28061482 25.38804033 25.32286655 25.09811795 25.1661754
 25.12894289 25.21503699 25.30652529 25.39964758 25.3263939  25.32599302
 25.1321006  25.23722996 25.06006585 25.255156   25.46092226 25.42087435
 25.43655487 25.50264112 25.4933765  25.50873993 25.42321712 25.61073602
 25.45970683 25.39158586 25.17544136 25.3324087  25.25714935 25.18320784
 25.0455516  25.31365197 25.16016014 25.45889661 25.29060486 25.48273863
 25.51459754 25.46473135 25.24965597 25.35055058 25.25874426 25.38369034
 25.18923412 25.05951635 25.23356822 25.28612835 25.38272388 25.38723466
 25.37966391 25.31709664 25.16839227 24.83500245 24.84788436 25.30588488
 25.35939011 25.25954179 25.41231481 25.55739072 25.51687622 25.67872069
 25.63034633 25.38836261 25.15438504 25.26010009 25.13446941 25.25531545
 25.3158949  25.45751936 25.55167667 25.53422384 25.47170412 25.38272388
 25.21726248 25.35890779 25.21281189 25.24893876 25.00140633 25.03598923
 25.06312775 25.29900259 25.28564881 25.32198486 25.24989506 25.16609624
 25.00203142 25.28740719 26.51464934 27.49036978]",0.29903172841130443,2023-09-14 14:42:53.888420,False
80,6,x1922c1s5b0n0,8,4.0,25.749960704667323,"[25.6679276  25.22767981 26.07349466 25.85733217 25.95750756 25.75137689
 25.726037   25.73315363 25.66018854 25.80994844 25.66718643 25.82019462
 25.95439165 25.85507584 25.86569239 25.85733217 25.8343694  25.82878101
 25.71156763 25.61303191 25.66438681 25.67723713 25.78266503 25.852068
 26.01575254 25.98026799 25.97242378 25.9684613  25.91160257 25.90648407
 25.66364584 25.61163793 25.51126163 25.71247666 25.72976033 25.81411258
 25.76813191 25.48411862 25.65516888 25.62246578 25.72942932 25.64209406
 25.73621665 25.81502886 25.97056885 25.72777442 25.9110151  25.6763306
 25.81069789 25.57806425 25.53373485 25.57626523 25.75063089 25.68614104
 25.54343661 25.58452648 25.64127219 25.751294   25.72686431 25.77709898
 25.82169474 25.74541008 25.8363718  25.72893283 25.68490402 25.44585916
 25.60868647 25.75834168 25.7634018  25.84296522 26.10454872 25.94159898
 25.98820136 25.68803804 25.66973955 25.47722018 25.44213663 25.36316887
 25.51834131 25.58567202 25.62763684 25.55992204 25.71710541 25.87941487
 25.64595756 25.74052266 25.90237395 25.80253961 26.05557654 26.00078652
 25.93117219 25.76580813 25.63617777 25.75684891 25.70314157 25.86251487
 25.81078116 25.99656195 25.86284931 25.77826184]",0.15870678399175955,2023-09-14 14:42:53.885842,True
81,6,x1922c1s5b0n0,9,4.1,25.46035206639807,"[24.87546719 25.34147639 25.59819789 25.59631413 25.65154935 25.44602104
 25.43218825 25.31661593 25.26855739 25.31885939 25.1162411  25.54653621
 25.51793432 25.5801907  25.57283142 25.36292764 25.52110915 25.43129894
 25.47186632 25.07153222 25.35738058 25.38530128 25.41909737 25.52754262
 25.66693938 25.60491614 25.54441535 25.34452717 25.29780257 25.28756705
 25.42725738 25.38892662 25.50459242 25.53161612 25.72049538 25.58796342
 25.45622325 25.49760163 25.599017   25.66051777 25.54139782 25.48598589
 25.55045256 25.49573265 25.73679622 25.41982429 25.67731954 25.1386554
 25.3580236  25.37628269 25.32134368 25.34139612 25.3110891  25.29156431
 25.32134368 25.57773714 25.5007714  25.59246558 25.19915205 25.59107383
 25.53096427 25.48606709 25.38771806 25.32952124 25.20383602 25.24495495
 25.13905037 25.38409306 25.45679028 25.52452907 25.7250443  25.5921381
 25.19105843 25.34798024 25.1519334  25.20058087 25.02103331 25.11900127
 25.42653004 25.62911467 25.33922893 25.48817826 25.58591751 25.4350183
 25.50069011 25.77784652 25.57528405 25.67122224 25.52583214 25.55069737
 25.24001678 25.36067637 25.33417358 25.4079565  25.54139782 25.51980656
 25.48834068 25.48200811 25.91655517 27.52659757]",0.27080572889342813,2023-09-14 14:42:53.887519,False
82,6,x1922c1s5b0n0,10,5.0,25.815665179823633,"[25.01719932 25.55657427 25.90765863 26.17492704 26.07111549 25.84647196
 25.9769779  25.89809746 25.77560404 25.57430294 25.81727821 25.95616005
 25.86401992 26.0089861  25.99385895 25.92503775 25.98811693 25.9668598
 26.00442075 25.74400165 25.66488082 25.70991503 25.65582708 25.5488206
 25.6456287  25.85992326 25.89851666 26.00205416 25.96365737 25.99326774
 26.08837437 25.97714661 25.99098763 25.74375312 25.55788061 25.58501741
 25.66595123 25.81594522 25.42863137 25.51231926 25.78881539 25.78781783
 25.91546376 25.89155968 25.96492139 26.02201462 25.82969834 25.94917206
 25.77394319 25.89197867 25.66883354 25.72239746 25.76141069 25.92142568
 25.85089848 25.91185435 25.93680497 26.1114502  25.78224957 25.83687245
 25.72942932 25.83320148 25.83478654 25.93108813 25.89449289 25.96003453
 25.89683994 25.93705725 25.81094771 25.6727051  25.31541424 25.43566525
 25.63847823 25.67130462 25.13557501 25.72181853 25.87347225 26.08777885
 26.08284564 26.0398866  25.82219482 25.73033961 25.62952521 25.80270606
 26.00205416 26.06593378 26.01558333 25.98372769 25.85332118 25.9132812
 25.68399694 25.47835614 25.5882908  25.66101162 25.60737492 25.6350277
 25.99250766 25.89885203 26.06007499 25.9437863 ]",0.20159418710436366,2023-09-14 14:42:53.880286,True
83,6,x1922c1s5b0n0,11,5.1,25.485763887375878,"[24.37448966 24.97791016 25.51622513 25.88552773 25.67913282 25.46294823
 25.60229397 25.49483889 25.43849608 25.33682137 25.38667073 25.54311038
 25.66471615 25.84062793 25.6763306  25.71297252 25.61040807 25.50808925
 25.61549225 25.49240167 25.52070207 25.3657423  25.42321712 25.2318969
 25.21074608 25.42879302 25.48241395 25.81477896 25.6542639  25.64809531
 25.72123964 25.58689951 25.33521658 25.27678075 25.45274062 25.37636319
 24.94504295 25.49963344 25.74574149 25.3370621  25.77103722 25.61204791
 25.79164222 25.63732795 25.4898837  25.67303465 25.49288908 25.46967676
 25.32944104 25.29292367 25.22354366 25.36960341 25.35063091 25.59426688
 25.56874477 25.63510985 25.58444466 25.55265604 25.58706318 25.41489821
 25.39086056 25.20494773 25.34934567 25.12405    25.41651311 25.58158126
 25.6350277  25.46724435 25.0748327  24.87639541 24.86626611 25.42047047
 25.16570041 25.69092532 25.17536213 25.4796545  25.64094346 25.65122036
 25.49223921 25.38264335 25.32174441 25.34918502 25.30692556 25.55371711
 25.49971472 25.58338104 25.52623938 25.66496315 25.53903322 25.48152112
 25.45768138 25.2739858  25.13115321 25.26057866 25.19939017 25.11253555
 25.41473674 25.44553542 26.70744003 28.34296404]",0.38854081304027105,2023-09-14 14:42:53.889759,False
84,7,x1922c1s7b0n0,0,0.0,25.78354201652319,"[25.75684891 25.58599934 25.83553743 25.95447585 25.94538496 25.93781409
 25.8575829  25.89047037 25.72587154 25.80928231 25.76448044 25.9611297
 25.8712131  25.86569239 25.85908737 25.9582656  25.94092603 25.9796774
 25.89977435 25.69158536 25.72702978 25.65344125 25.65442844 25.60868647
 25.73373306 25.96938858 25.92083776 26.03403951 26.07035084 25.97411031
 26.10012006 25.86427077 25.54351817 25.79904479 25.84855975 25.94227196
 25.98853905 26.03649666 26.01854472 25.73994292 25.83970982 25.93049978
 25.67641301 25.78623853 25.56841789 25.65270091 25.68276013 25.42693412
 25.59033709 25.6294431  25.56408757 25.64793085 25.68276013 25.66035315
 25.82052797 25.87263548 25.87138043 25.84129568 25.79654907 25.87790803
 25.95523371 25.87372329 25.58059967 25.8880407  25.78956361 25.72719525
 25.69835274 25.88812447 25.96256199 26.06822707 25.91269366 25.87456013
 25.90698744 25.86552513 25.46659578 25.40981263 25.43792986 25.55502316
 25.54669937 25.63675285 25.6793801  25.37330475 25.47162302 25.56833617
 25.65130261 25.5141093  25.90447079 25.95851829 25.79247376 25.92268559
 25.96694408 25.86677962 25.67822615 25.89901972 25.96205645 25.91722686
 25.80994844 25.76846391 25.55061577 25.31717676]",0.17369187362705388,2023-09-14 14:42:53.888961,True
85,7,x1922c1s7b0n0,1,0.1,25.518559365429486,"[24.70325218 25.2541993  25.70049923 25.80611863 25.70231578 25.11908014
 25.5293348  25.40723026 25.44351222 25.43315848 25.56041203 25.52542492
 25.64661529 25.63428842 25.74010856 25.44707327 25.64982221 25.58804527
 25.45606125 25.44820654 25.29900259 25.20788629 25.3886849  25.38924892
 25.38965181 25.48355037 25.64102564 25.53202354 25.66463381 25.4916706
 25.57479348 24.94014366 25.4319457  25.55526806 25.50947199 25.47105533
 25.66117624 25.78116943 25.71520411 25.7398601  25.82086132 25.4841998
 25.50085268 25.36284723 25.52184191 25.41255698 25.37877827 25.27869764
 25.51996938 25.40666544 25.36887936 25.42701493 25.32839852 25.51842271
 25.60819462 25.65969471 25.81344622 25.50394195 25.56000371 25.49435141
 25.49158937 25.53658755 25.67756679 25.34533012 25.3091673  25.32190471
 25.41271843 25.36148035 25.26376954 25.64571092 25.62451754 25.55012615
 25.4262876  25.09937785 25.00210955 24.88134708 25.60655528 25.5116684
 25.5707062  25.66438681 25.60614547 25.35754133 25.33473519 25.43113725
 25.54808629 25.45168792 25.73042236 25.85315408 25.78790096 25.43267336
 25.80345508 25.8058689  25.78316359 25.50394195 25.52672808 25.39295599
 25.39005472 25.26089771 25.76688697 28.15374762]",0.3340659639347053,2023-09-14 14:42:53.891536,False
86,7,x1922c1s7b0n0,2,1.0,25.841287384165017,"[25.19320036 25.19875518 25.42798477 25.71710541 26.05744363 26.02421553
 25.975291   26.02201462 26.05107965 26.00273029 25.49061467 25.72678158
 25.88083815 25.87322122 25.93966434 26.02895721 26.05014653 25.94875122
 26.05345518 26.07035084 25.84847623 25.75494173 25.77161836 25.65747274
 25.87916371 25.77186743 25.91034373 26.0425144  25.76522725 26.17398502
 26.03980184 25.48663545 25.69942594 25.73356751 25.80778363 25.90061287
 25.95548634 26.00695686 25.72818812 26.06262196 26.07859436 26.06542421
 25.75436134 25.95902368 25.85056435 25.82594604 25.73331918 25.49232044
 25.84655546 25.80919904 26.01236888 25.80811665 25.98102735 25.55902377
 25.99681539 26.08157011 26.05184317 25.93613227 25.7646464  25.77842797
 25.74408449 25.86627781 25.86201323 25.91277759 26.04463399 26.1025897
 25.98128049 25.82302833 26.01194599 25.63675285 25.75320064 25.51036678
 25.64119001 25.54400754 25.46116536 25.76547619 25.70834525 25.92814662
 25.97874938 26.1143482  25.97900247 25.9609612  25.88879468 25.64751972
 25.71859358 25.92016589 25.77801264 26.00264577 26.13055478 25.996393
 25.88536021 25.8775732  25.85850228 25.7005818  25.67773163 25.81619514
 25.70941929 25.75121111 25.6931531  25.63141386]",0.19278738994009365,2023-09-14 14:42:53.893461,True
87,7,x1922c1s7b0n0,3,1.1,25.523433974229953,"[24.97291999 24.89877093 25.20844231 25.41942044 25.58207208 25.61442604
 25.88075442 25.64899985 25.67501212 25.48233278 25.3048443  25.43598874
 25.33553753 25.5093093  25.66455148 25.72785716 25.64160093 25.68886291
 25.51720178 25.55567624 25.34099476 25.44076119 25.1918517  25.29556284
 25.3912635  25.40230907 25.54164246 25.33802509 25.41174976 25.50036497
 25.17662979 25.31172977 25.38586515 25.63724579 25.62747265 25.79380433
 25.74648721 25.6989306  25.69571139 25.81003171 25.77676676 25.68152343
 25.5071133  25.52094632 25.35585356 25.29108458 25.3106887  25.35480886
 25.42564112 25.62952521 25.4300055  25.59557708 25.69719708 25.62698008
 25.63782091 25.62698008 25.53984855 25.44796369 25.36759227 25.42022815
 25.3383461  25.49784543 25.60008192 25.62213753 25.84747406 25.73580268
 25.50792659 25.6418475  25.61311391 25.23969826 25.25866451 24.92173019
 25.49012736 25.35151459 25.52827576 25.39698665 25.5420502  25.65064463
 25.69406082 25.58837264 25.42612598 25.49873941 25.30788625 25.36920116
 25.429278   25.45970683 25.65500433 25.70008642 25.6456287  25.6126219
 25.41336425 25.53487585 25.45403637 25.49272661 25.36670746 25.32759663
 25.17227274 25.08466073 26.44121127 28.1378049 ]",0.3374858145001394,2023-09-14 14:42:53.889710,False
88,7,x1922c1s7b0n0,4,2.0,26.249908313951302,"[26.47043253 26.29952529 26.32133081 26.2566257  25.98769483 26.20691011
 26.1596063  26.15592857 26.31933912 26.18272268 26.2831085  26.37235123
 26.41667685 26.47402402 26.31691487 26.162515   26.21755987 26.09382033
 26.33710173 26.4738488  26.55495881 26.33978987 26.51869236 26.32436221
 26.25360987 26.20785449 26.28034559 26.09943886 26.23931568 26.15857985
 26.47735359 26.40481888 26.22134089 26.31899277 26.32687447 26.07952953
 26.17038886 25.99715331 26.09058652 25.97706225 26.21859095 26.1645686
 26.19944326 26.20502154 26.13789701 26.2017601  26.38365796 26.25498845
 26.38104786 26.38113485 26.33874924 26.21463891 26.24172566 26.20862722
 26.47262234 26.51051971 26.45502646 26.36331281 26.26964477 25.86535788
 25.9017869  25.71826286 25.8612608  26.19704104 26.34308576 26.40630054
 26.35445423 26.52801358 26.37156881 26.38905382 26.11042753 26.1572969
 26.10318589 26.34941965 26.34941965 26.41161847 26.1652532  26.33198711
 26.4654411  26.17244369 26.0365814  26.10540055 26.22804631 26.44934125
 26.48042104 26.5840788  26.59353445 26.18863675 26.22297395 26.12108429
 26.08140005 26.0756193  26.08310076 26.07238999 26.08752364 26.27499409
 26.14891809 26.23045421 26.13704305 26.08454654]",0.1653714081043101,2023-09-14 14:42:53.889541,True
89,7,x1922c1s7b0n0,5,2.1,25.89185901759508,"[25.30612503 26.08437644 25.92142568 25.90950458 25.97149628 25.87456013
 25.82419533 25.91051157 25.74507867 26.01338389 25.49004614 26.01126938
 25.98803251 25.87924743 25.83837451 25.92335759 25.48468689 25.61500014
 25.79987681 25.95136066 25.85173384 26.03751355 25.84296522 25.76896193
 25.74010856 25.89357095 25.81294648 25.9686299  25.83645524 25.92663411
 26.07306978 26.19000851 25.945974   26.03776778 25.74275904 25.71404694
 25.60967021 25.69917827 25.78765158 25.81986128 25.89927126 25.93260117
 25.94361803 26.06593378 26.03302289 26.07774428 26.06024477 26.02438485
 26.06856685 25.97630312 25.58436284 25.59696932 25.70842787 25.7180975
 25.95801291 25.9871039  25.9186543  25.72570609 25.40997405 25.29164427
 25.48541756 25.65920091 25.85465804 25.91563166 26.00416717 26.14601241
 26.1878652  26.104208   25.41433305 25.996393   25.67402334 25.77161836
 25.76406557 25.94050545 26.0206604  25.79538456 25.82494561 25.98187115
 25.69521619 25.57757358 25.64875315 25.63182447 25.78540739 25.98465606
 25.91915815 25.25962155 25.71446021 25.98685065 25.82219482 25.98313694
 25.77228255 26.27810114 26.01219972 25.91336514 26.0251468  25.89466052
 25.95144485 25.9480779  27.46903724 28.5497104 ]",0.3690539980345447,2023-09-14 14:42:53.889019,False
90,7,x1922c1s7b0n0,6,3.0,25.924460647790728,"[26.18572223 25.93411438 26.10616726 25.86310015 26.05438854 26.10403764
 26.15943522 26.087949   25.91563166 25.81211362 25.78873226 25.8067846
 25.78291431 25.93461883 26.02489281 26.25378219 26.1804092  26.03158282
 25.91210614 25.76904493 25.93075193 26.1091493  25.78731909 26.05175833
 25.94429112 25.94420698 25.89935511 25.89784595 25.72281099 25.86151161
 25.98499367 25.93041573 26.06950129 26.181266   26.08480169 25.89047037
 25.89927126 25.82502897 25.7883166  25.99445018 26.09084179 26.0303123
 26.04276874 25.6294431  25.55281927 25.73894914 25.86761601 25.86209683
 26.12722653 26.03319232 26.1645686  25.71553475 25.7963827  25.77195045
 26.00188514 26.16234388 25.98001487 26.12807985 26.04921348 25.73067064
 25.73199484 25.75684891 25.83587117 25.75676598 25.42450986 25.89147588
 26.21189037 26.14156967 25.9458057  26.00205416 25.71760145 25.79921119
 25.67657783 25.94092603 26.07026588 26.07179521 26.05192801 25.97630312
 25.97841194 25.90396752 25.75560506 25.7893142  25.85950531 25.86953991
 25.90363201 25.82911458 26.07196514 25.99554826 25.87782432 26.02912659
 25.76804891 25.84071139 25.9913254  25.91445638 26.02506213 26.09867256
 25.97815886 25.73514037 25.52526203 25.72132233]",0.15985706870397748,2023-09-14 14:42:53.884255,True
91,7,x1922c1s7b0n0,7,3.1,25.46361562628233,"[25.11679309 25.28133384 25.31829848 25.29548286 25.20883948 25.56367912
 25.48663545 25.5071133  25.40674613 25.50239723 25.50540555 25.14908693
 25.20232743 25.48298215 25.51443479 25.59721502 25.42636842 25.31725688
 25.31701652 25.45241671 25.57986353 25.59959041 25.40117988 25.62156311
 25.46067916 25.05080617 25.25523573 25.30460417 25.37266096 25.52314471
 25.57152355 25.67097511 25.48208928 25.60426055 25.38820147 25.4352609
 25.35585356 25.26033937 25.43186486 25.52697244 25.40723026 25.36895981
 25.05865291 24.966763   25.32270624 25.28764698 25.4262876  25.66397516
 25.71115446 25.34621343 25.37990546 25.13620682 25.33377245 25.5743847
 25.58379011 25.64225844 25.63634208 25.38514017 25.44853035 25.29628271
 25.26233354 25.2788574  25.39102173 25.2826921  25.49654522 25.67245795
 25.49760163 25.28548897 25.35641612 25.23969826 25.44820654 25.37837572
 25.62328644 25.67748438 25.74681866 25.46659578 25.62763684 25.34500893
 25.18939275 25.15865678 25.37378761 25.44140844 25.53675058 25.64135438
 25.45452231 25.64521765 25.60008192 25.41296061 25.22314602 25.29108458
 25.42467147 25.67641301 25.54784153 25.58902743 25.229271   25.15770738
 24.67871399 25.29196411 28.50281822 27.69354325]",0.42065188138170295,2023-09-14 14:42:53.888608,False
92,7,x1922c1s7b0n0,8,4.0,26.043989191830914,"[25.28740719 25.5086586  25.85432381 26.25076701 26.37826431 26.10599687
 26.13610376 26.09696982 26.01067738 25.91764668 25.96374163 26.05379457
 25.86335099 26.05472796 26.36487671 26.32332279 25.93529145 26.21936431
 26.36600631 26.18837956 26.11085363 25.8972591  25.83086595 25.96871419
 25.98777925 26.13644531 26.33164043 26.2475803  26.20974347 26.14182594
 26.00044851 25.85231863 25.97478498 25.99892754 26.12261958 26.07961454
 25.96955719 25.74201354 26.16833435 26.03878477 25.98153362 26.07850935
 25.93621636 26.15473139 26.14541426 25.93958023 26.09220332 26.41737471
 26.13337166 26.2102587  26.16936157 26.01287637 25.91697497 25.86293292
 25.93226492 25.97065316 26.13883643 26.03853052 26.25533311 26.08675804
 26.24981953 26.18572223 26.16782078 26.01812162 26.04777161 26.05345518
 26.08854452 26.15045665 26.3168283  26.16653692 26.02184534 26.13559145
 25.98550009 25.97537534 25.68935786 25.43558438 25.68556375 25.77809571
 26.00467434 25.64209406 25.89399    26.11605321 26.24964727 25.97335134
 26.17989515 26.27266428 26.15404734 25.95759178 26.12321668 25.93251711
 25.82186143 25.87723838 25.94252434 26.20467819 26.27689276 26.20897068
 26.311635   26.1560996  26.05311579 25.73067064]",0.1966837284976138,2023-09-14 14:42:53.890392,True
93,7,x1922c1s7b0n0,9,4.1,25.734620325074566,"[25.05159062 25.16855064 25.39142468 25.72314182 26.15045665 25.17306482
 25.89927126 25.74251054 25.70685827 25.84079486 25.71818018 25.72702978
 25.67245795 25.6203323  25.95885521 25.90757473 25.93033168 25.82069464
 25.98685065 25.69224544 25.66241098 25.11844919 25.56964372 25.27909703
 25.56776416 25.45322651 25.6018843  25.66512783 25.72744346 25.51191247
 25.74416734 25.56972545 25.78474252 25.8995228  26.01719086 25.80536945
 25.83003193 25.6812761  26.08165514 25.96525848 26.02506213 25.84814216
 26.04726276 26.08565224 26.12031671 25.97402597 26.09679955 26.01499114
 26.02082967 25.91470822 25.87891257 25.54988135 25.49898323 25.48403744
 25.66512783 25.59598655 25.72107424 25.72727799 25.44035667 25.96736551
 25.89851666 25.72107424 25.52045784 25.37918082 25.67616578 25.61376996
 25.73952884 25.94336563 25.77801264 25.65985932 25.75601966 25.6147541
 25.54653621 25.41425231 25.05880989 25.20653605 25.69785744 25.769709
 25.51573683 25.51044812 25.79422016 25.95060303 25.91546376 25.76124478
 25.83036553 25.73812105 25.72835361 25.78141869 25.77826184 25.53414234
 25.63527414 25.54058239 25.75087955 25.93461883 25.95927639 25.28413042
 25.89918741 25.40658475 26.23174435 27.89205774]",0.3275055937240447,2023-09-14 14:42:53.891448,False
94,7,x1922c1s7b0n0,10,5.0,26.330823524209023,"[26.45415165 26.28509471 26.25800459 26.13422538 26.28941358 26.6749359
 26.30376242 26.38069988 26.17372812 26.03454784 26.28768586 26.33762198
 26.51834075 26.65547137 26.46517844 26.17056008 26.31379863 26.5648348
 26.26697093 26.34664278 26.33545443 26.16037619 26.13917805 26.24740807
 26.31449106 26.49524245 26.06584885 26.32990715 26.49506695 26.41711301
 26.24887212 26.3456016  26.28405839 26.44112388 26.40020064 26.36843961
 26.31535666 26.01609095 26.14925998 26.21274923 26.43090301 26.38357095
 26.58487387 26.16260056 26.34586189 26.38104786 26.50867496 26.54051077
 26.44995338 26.42784702 26.23441102 26.01422978 26.29096872 26.32237007
 26.46684201 26.46263971 26.27206032 26.38966317 26.34751049 26.2676609
 26.41536846 26.46255218 26.5214177  26.42313345 26.12287548 25.79313903
 26.04421005 26.17398502 26.55266722 26.36331281 26.49383853 26.34273879
 26.28880885 26.24336125 26.54438553 26.55760344 26.3471634  26.31656858
 26.14011757 25.88678415 26.353152   26.27387228 26.48620731 26.50972907
 26.47376119 26.19678369 26.19095168 26.3949744  26.46298985 26.61326272
 26.42243529 26.40307596 25.85340473 26.22839027 26.26222835 26.29675892
 26.56412913 26.19884267 26.47954455 26.40211745]",0.167001305207088,2023-09-14 14:42:53.886129,True
95,7,x1922c1s7b0n0,11,5.1,25.749905936114605,"[24.87639541 25.67056324 25.69067782 25.63198872 25.61483611 25.37861725
 25.76547619 25.70867571 25.5619638  25.33890789 25.62977154 25.73704462
 25.6657042  25.62172722 25.36493805 25.5316976  25.89809746 25.98313694
 25.75510756 25.92478572 25.78972988 25.55477826 25.65607392 25.73928039
 25.77203348 25.74623864 25.93588002 25.83270097 25.93285336 25.61147394
 25.76547619 25.54808629 25.75444425 25.85064788 25.7704561  25.80412092
 25.46724435 25.00914397 25.54898379 25.7158654  26.0979063  25.93613227
 25.2741455  25.68020441 25.90984023 25.99402787 26.05099482 25.66941008
 25.78482563 25.69653675 25.45104015 25.30332359 25.72678158 25.76763392
 25.63486341 25.47365069 25.66726878 25.80137457 25.8717151  25.92386162
 25.99791367 25.79713136 25.76713595 24.96216672 25.65270091 25.60917833
 25.80104172 25.8470565  25.75643428 25.59615034 25.40206709 25.65673217
 25.82611278 26.08071983 25.78582295 25.80886599 25.42176294 25.06179298
 25.82878101 25.37604121 25.99022767 26.08752364 25.8322839  25.82853084
 25.60401471 25.74035702 25.93142435 25.94622645 25.79164222 25.89776211
 25.58526289 25.7005818  25.34605283 25.66479848 25.82286162 25.85641288
 25.64447778 26.87576008 28.23851663 27.69910463]",0.4108550668068584,2023-09-14 14:42:53.890301,False
96,8,x1922c2s0b0n0,0,0.0,25.714604686937395,"[25.16213853 25.13968236 25.69406082 25.4392241  25.76688697 25.94454354
 25.70471071 25.5801907  25.78208339 25.92671813 25.70751913 25.96896708
 25.90119987 25.8382076  25.74831027 25.79039501 25.27318736 25.52070207
 25.81452906 25.8945767  26.13303019 25.80020963 25.82486224 25.67740196
 25.65113811 25.58133586 25.61926569 25.68770811 25.61319592 25.67418813
 25.89482816 25.89139208 25.60647332 25.80570242 25.65228963 25.58395374
 25.70768435 25.6531122  25.80395446 25.78615541 25.98592213 26.03768304
 25.7959668  25.61426202 25.62418923 25.78889852 25.81311306 25.94244021
 26.16961838 25.90363201 25.62476377 25.26536529 25.26057866 25.19010659
 25.81211362 25.66735113 25.63691716 25.95068721 25.3372226  25.63782091
 25.846973   25.80511974 25.80245639 25.71082394 25.5568192  25.62082461
 25.80636837 25.86945626 25.85716502 25.91941007 25.79629952 25.83862487
 25.485174   25.61294991 25.35939011 25.64858869 25.88192665 25.97799015
 26.04344698 25.81519547 25.6703985  25.7034719  25.54359973 25.57389417
 25.72463069 25.58329922 25.42992466 25.7860723  25.89633696 25.92377761
 25.90807814 25.85465804 25.86828516 25.84847623 25.5272168  25.78939733
 25.63100326 25.54482318 25.62829364 25.46546088]",0.20218003952451175,2023-09-14 14:42:53.891407,True
97,8,x1922c2s0b0n0,1,0.1,25.320840554696137,"[25.12965331 24.7205038  25.28700754 25.35585356 25.05967335 25.41562489
 25.36397301 25.27933667 25.10859467 25.29436315 25.31044847 25.47438073
 25.33152635 25.48663545 24.7284507  25.27821839 25.02549472 25.0347357
 25.32831833 25.20089841 25.21432173 25.11805486 25.18717217 25.36751183
 25.38030805 25.20685374 25.33305045 25.41497895 25.48647305 25.32823814
 25.54180555 25.48257629 25.15889414 25.18257366 25.27718008 25.16799638
 25.21742146 25.42176294 25.45152598 25.48273863 25.50174687 25.36815535
 25.17338167 25.21018996 25.10449747 25.08733529 25.32944104 25.55502316
 25.15446413 25.09032517 24.9002434  24.64700862 24.84819307 25.3923918
 25.23874273 25.43712103 25.45233573 25.49524514 25.43946679 25.38659017
 25.45184987 25.43008634 25.16910492 25.16506711 25.08812203 25.36365135
 25.32126353 25.37483387 25.2239413  25.41974351 25.33489565 25.17013438
 25.08717794 25.11190493 25.21471909 25.27757942 25.20089841 25.22704339
 24.92305008 25.35352319 25.33938945 25.27302768 25.31517392 25.62025025
 25.05213977 25.45419835 25.51231926 25.73803825 25.69752726 25.58583568
 25.51297016 25.50996005 25.33056386 25.10512772 25.31813823 25.15391049
 25.13984036 25.14434425 27.53095512 27.3947272 ]",0.3629551297729993,2023-09-14 14:42:53.892519,False
98,8,x1922c2s0b0n0,2,1.0,24.863418940125147,"[24.94107671 24.43397177 24.62243042 24.75975302 25.0226768  24.81759071
 24.91265002 24.77163648 24.95881795 24.17743822 25.16918411 25.05245357
 24.92483604 24.91777135 24.72203166 24.81674386 25.06045836 24.73150856
 25.01094229 24.80950948 25.00148446 24.85660844 24.7858349  25.06595479
 24.9072206  24.63205862 24.89427712 24.82613944 24.96271195 24.76757182
 24.86278849 24.90520457 25.13399561 24.86379303 24.76887543 24.74152835
 24.78867653 24.90435172 24.89481939 24.74282922 25.21614968 24.88065063
 24.98711602 24.76795522 24.93042852 24.92483604 24.81104836 24.78307068
 24.77662326 24.96793181 24.80028024 25.18756868 24.97369957 24.63774811
 24.92266186 24.91513283 24.82159479 24.41987534 25.05237512 24.65962018
 24.83484826 24.71378349 25.04280755 24.99164342 24.99328306 25.01360115
 24.83854943 24.71973995 24.89791853 24.84387179 24.88808141 24.82090168
 24.82490683 24.82120972 25.14387008 24.76059599 24.80327899 24.86116593
 25.00656422 24.79612932 24.87477107 25.22553202 24.88792656 24.73456718
 24.85043147 24.81820664 24.96099844 24.40981641 24.86232488 25.09788174
 24.92926322 25.03074088 25.0029691  25.00367241 25.01148965 24.79612932
 24.54718122 24.72692205 24.70096396 24.87678219]",0.1685701495151634,2023-09-14 14:42:53.888550,True
