,Rank,Throughput,Throughputs,Uncert,Start
82,82,18.3124335460466,"[18.4526528  18.23594578 18.34778221 18.43849035 17.9927714  18.49907736
 17.92725121 17.52426015 19.27617946 18.61902678 17.55945522 19.77960574
 18.73229213 18.2828726  18.1356547  18.57937457 18.54943424 17.968564
 18.00471724 18.56230321 17.17416319 19.23543937 17.98682465 18.25138083
 18.11286579 18.26463168 18.19720309 18.26025427 18.19852774 18.41196778
 18.64037132 18.27234937 18.29135848 18.53787171 18.44724894 18.24455457
 18.26029595 18.2408938  18.08064873 18.53469347 18.38319776 18.32009325
 18.31963178 18.41311198 18.1151216  18.0728063  18.30847957 18.08167038
 18.34618331 18.24988195 18.29018754 18.32999956 18.48505714 18.26730085
 18.18438053 18.27184856 18.09733652 18.40967981 18.37787671 18.40963745
 18.56553401 18.3132155  18.49467238 18.31120348 18.31070054 18.31640211
 18.39160791 18.45967829 18.12645012 18.25146411 18.29792684 18.01343352
 18.48411752 18.46053023 18.40239599 18.50609545 18.09774593 18.40735005
 18.22128383 18.58347465 17.09683003 19.15085126 18.16249989 18.33058756
 18.09082953 18.40845132 18.34290221 18.44129559 18.44473956 18.40819717
 17.54840068 18.44444188 18.43390179 18.49061139 18.19021048 18.31191602
 18.38509888 18.23457412 18.40112615 18.06586816]",0.34294368623285043,2023-09-14 14:54:38.253072
83,83,18.3124068348891,"[18.44142312 18.32739602 18.18095045 18.43713054 17.55290555 19.1091779
 18.02256425 18.38771884 18.24351443 18.62748066 18.63898157 18.58485613
 18.64984451 18.27138952 18.25317149 18.55847078 18.4281693  18.1488615
 17.92942083 18.52658101 17.92500179 18.23694349 18.16056207 18.17946312
 18.0546967  18.35586516 18.20026663 18.23149902 18.30148494 18.31296398
 18.60318021 18.23457412 18.37745454 18.49890625 18.42986744 18.26930323
 18.41290008 18.06134083 18.16996641 18.49890625 18.36395523 18.0546967
 18.63463993 18.18772919 17.97340834 18.4001104  18.31288014 18.12784664
 17.25164106 19.22933628 18.49989016 18.29529056 18.43891533 18.12780556
 18.3986293  18.19285794 17.89244849 18.61343844 18.36218492 18.26037931
 18.84201676 18.27047149 18.53091536 17.96739367 18.60391566 18.28517095
 18.37302289 18.56083895 18.16435563 18.14346948 18.45903939 17.94172528
 18.51727546 18.49715259 18.31262862 18.56230321 17.83274225 18.67736257
 17.92162872 18.75609573 18.27610628 17.96686909 18.30148494 18.25412943
 17.94530719 18.60893555 18.05869074 17.51347991 18.4283391  19.65244648
 17.63858971 18.44384656 18.2571705  18.55485511 18.16645927 18.09271158
 18.3782989  18.46146746 18.36610535 18.20262709]",0.32342151589727364,2023-09-14 14:54:38.253044
84,84,18.30392577606127,"[18.33672181 18.3517807  18.21597313 18.43016465 18.21900151 18.31292206
 18.02548804 18.50909259 18.26600787 18.65284491 18.58153228 18.56867974
 18.64667122 18.21580722 18.41925918 18.12883255 18.60720424 17.72849257
 18.43233031 18.64236945 18.01964141 18.24368085 18.08109825 18.15178523
 18.18739841 18.25150575 18.13516136 18.38535239 18.03837213 18.42095568
 18.76080212 18.32210723 17.12695354 19.67932539 18.46837176 18.19525786
 18.50879283 18.07631822 18.13133889 18.54758499 18.32622047 18.25150575
 18.46653863 18.29951735 18.27209896 18.02682843 18.36779208 18.05070443
 18.13927334 17.38760003 19.39064886 18.36311218 18.47476924 18.2141483
 18.25354632 18.22668067 17.97171252 18.39562552 18.54749899 18.41972568
 18.61972015 18.2935753  18.42549536 18.16365453 18.519676   18.26054604
 18.35666542 18.49035497 18.11856791 18.22913106 17.3852573  18.96350237
 18.56368155 18.53593887 18.29424463 18.34122006 18.26183824 18.46909658
 18.18140497 18.51616114 18.25050645 18.02081855 18.1675319  18.28843142
 18.04638824 18.44869533 17.2867944  19.60707423 18.41709659 18.48394669
 17.59432759 18.45086535 18.36054136 18.47131405 18.23598735 18.21613904
 18.37981896 18.23715136 18.36581021 17.20507808]",0.3757783719359493,2023-09-14 14:54:38.253051
85,85,18.312228564207466,"[18.53967607 18.31015573 18.17549807 18.48539885 18.08968413 18.39122738
 18.12226184 18.2927387  18.32227508 18.52542267 18.74106871 18.52443605
 18.69840409 18.27710838 18.23124973 18.47489723 18.52194851 18.13787506
 17.82829127 18.64228256 18.09365275 18.08616702 17.15111418 19.29887198
 18.16159277 18.26917807 18.10503637 18.43989286 18.12398619 18.37226339
 18.5545969  18.31715699 18.27548002 18.67221854 18.34933931 18.27923821
 18.34723519 18.16650052 18.03076951 18.57247327 18.26238018 18.46398139
 18.29374263 17.33376379 19.40772476 17.93159098 18.38311327 18.089316
 18.22198939 18.31510218 18.26675861 18.39055093 18.43649319 18.29328248
 18.16019105 18.2674677  18.0122979  18.20768137 18.61283215 18.39934866
 18.6269602  18.39067777 18.43836286 18.26021259 18.3854369  18.31116157
 18.40828189 18.45427032 18.15067328 18.17046164 18.42761747 17.87869307
 18.55141292 18.51089135 18.36446109 18.38522563 18.22203089 18.41069661
 18.26171318 18.5240929  18.16130416 17.99783126 18.16650052 18.39981416
 17.8875277  18.41709659 18.45989127 18.40044897 18.41425632 18.43271253
 17.58589611 18.55950409 18.29725724 18.4038777  18.34096776 18.07570557
 18.48518528 18.19393369 18.39173475 18.2698039 ]",0.28793461221900013,2023-09-14 14:54:38.253414
86,86,18.31055040059615,"[18.39697922 18.22643152 18.24359764 18.52752495 18.07521549 18.4565268
 17.93886882 18.47967698 18.3014012  18.5521873  18.72882765 18.54831604
 18.64406385 18.30575647 18.13331157 18.58749015 17.44557526 19.26123532
 17.93593285 18.42846645 18.12057886 18.21315308 18.15273255 18.12940771
 18.02646285 18.26358925 18.1721539  18.50190107 18.08289652 18.38328224
 18.69215654 18.31007191 18.23046036 18.58822436 17.39387562 19.36019399
 18.36505131 18.00175967 18.22942183 18.38235294 18.50125924 18.20681117
 18.42070118 18.39126966 18.29311516 17.99091009 18.3077673  17.99212395
 18.33348611 18.26350586 18.29734094 18.34000069 18.57454312 18.08240604
 18.32848774 18.25429603 18.05119318 18.31401205 18.50434042 18.42570755
 18.62106368 18.35637058 18.37466868 18.19343717 18.33272988 18.30705508
 18.50412642 18.44507977 18.1082739  18.1498497  18.54135185 17.8412132
 18.44529242 18.70041468 18.32290455 18.27953058 18.3169473  18.43972285
 18.07966806 18.67121622 18.15833615 17.86184754 18.32626245 18.38108586
 17.88612797 18.52598037 18.27234937 18.3383611  18.60975803 18.31363473
 17.72048155 18.4489506  18.23935506 18.63685391 18.21277991 18.21319455
 18.2942028  18.25117264 18.31753446 18.32546484]",0.2767001263131886,2023-09-14 14:54:38.253252
87,87,18.32405796476618,"[19.69987244 18.35430695 18.12854498 18.51277613 18.02906285 18.54986435
 17.96489211 18.34235548 18.39055093 18.54117996 18.60274763 18.53091536
 18.71436959 18.31904448 18.2182132  18.4816835  18.47750018 18.17289694
 17.87381977 18.60266111 18.14009596 18.0823243  18.0546967  18.25287996
 18.15924294 18.26342247 18.08040355 18.33315    18.24126813 18.31967373
 18.73382744 18.29868021 17.18910812 19.83546482 18.36412385 18.2085102
 18.33378022 18.20275135 18.15775915 18.42502856 18.34046319 18.29671322
 18.34437435 18.36239565 18.28997846 18.01785569 18.39126966 17.98480284
 18.31749252 18.41425632 18.21099717 18.28843142 17.45878635 19.35686806
 18.2560456  18.18739841 18.18219009 18.31162262 18.42048911 18.40925617
 18.50827898 18.41531602 18.46078583 18.19687196 18.47754286 18.24651035
 18.48151271 18.42358587 18.03081015 18.33714211 18.3562021  17.87965206
 18.5150898  18.49574136 18.37589267 18.38991681 18.24376405 18.45082279
 18.21800577 18.47976235 18.17013148 18.05526717 18.19534063 18.35291743
 17.93404307 18.38653554 18.45546236 18.35274901 18.47920743 18.45576039
 17.57268502 18.44388908 18.41027293 18.49056865 18.25858724 18.2196654
 18.36871991 18.1550395  18.40823953 18.23237158]",0.32671560518132,2023-09-14 14:54:38.253375
88,88,18.31421297466032,"[18.32903365 18.36846685 18.23532228 18.45256767 18.03182617 18.50845026
 18.02378238 18.31443131 18.36231136 18.48095768 18.77885782 18.46295869
 18.69495213 18.21058262 18.38429613 18.4540149  18.41629105 18.18140497
 16.89578049 19.80595119 18.04231826 18.2185866  18.11754208 18.13331157
 18.17706736 18.2112459  18.10393014 18.45882643 18.09307985 18.39596393
 18.60218529 18.44890806 18.14672077 18.56191559 18.55709322 18.08784361
 18.44312371 18.14486863 18.05355587 18.49257754 18.40866312 18.26663348
 18.386282   18.34811886 18.34210315 18.00139511 18.31761834 18.03146039
 18.1930648  18.31908643 18.22095182 18.34946557 18.6560638  17.87413925
 18.47852449 18.28680104 18.11893723 18.34879219 18.39038183 18.39198845
 18.6297797  18.27635679 18.42672612 18.4315659  18.27982296 18.26592446
 18.49710983 17.36759381 19.3403958  18.09488051 18.52233446 17.74524483
 18.68918714 18.37006965 18.49044044 18.42986744 17.91909974 18.59116176
 18.30898239 18.44882297 18.16806826 18.09778687 18.21605609 18.25904565
 18.04284725 18.45993387 18.36037281 18.38733848 18.31942202 18.56381078
 16.67569934 19.58485014 18.38497212 18.44929097 18.2427656  18.20444962
 18.41896232 18.06794904 18.53396349 18.24497066]",0.37392846147941894,2023-09-14 14:54:38.253389
89,89,18.313186725517404,"[18.5610112  18.19128592 18.37416225 18.33958025 18.08927509 18.46538778
 18.150838   18.24081062 18.37032274 18.49450135 18.71371294 18.56553401
 18.73040624 18.25408777 18.20328979 18.43394426 18.55115481 18.06472591
 17.99511882 17.68882265 19.08401499 18.13306496 17.99471405 18.19952135
 18.11659843 18.35034946 18.03081015 18.21381655 18.23835709 18.32798385
 18.87945703 17.46351217 19.07814408 18.55149896 18.48954301 18.21804725
 18.45648422 18.03967375 17.31706684 19.4198325  18.32617849 18.48877385
 18.19397507 18.32307241 18.27013769 18.15194997 18.21452153 18.16443812
 18.15190879 18.38349346 18.29545792 18.25483753 18.48638131 18.38404265
 18.1287093  18.25400447 18.120702   18.33554506 18.48258017 18.42715056
 18.52701006 18.36269069 18.32256882 18.29524872 18.37931225 18.21783982
 18.59107535 18.3145571  18.16988387 18.25596228 18.49356077 17.82864886
 18.46070063 18.61634049 18.20780569 18.5536502  18.19741005 18.42388288
 18.25867059 18.53774284 18.09283433 18.0914432  18.14960264 18.42171921
 17.86124935 18.47664667 18.3344525  18.35780275 18.36876208 18.60002279
 17.52629492 17.6749879  19.22231326 18.42782971 18.26692545 18.28889133
 18.4719538  18.13236627 18.43394426 18.18574465]",0.3093375124816001,2023-09-14 14:54:38.253367
90,90,18.299834467561194,"[18.36184775 17.34018849 19.3662398  18.37403565 18.07207142 18.47408663
 17.98249853 18.43917033 18.2632557  18.61097024 18.72654792 18.56010691
 18.18181818 18.76802023 18.16233495 18.57639776 18.17368133 18.40722299
 17.85279921 18.58287031 18.10323369 18.18653015 18.09623123 18.19368543
 18.15207353 18.07652244 18.35982503 18.33848721 18.15199116 18.43377436
 18.60629544 17.82880779 18.75979027 18.51414712 18.49719536 18.1687697
 18.36715952 18.071704   17.79272367 18.46381093 18.67679572 18.40591014
 17.46862199 19.46363099 18.1940992  18.01310904 18.31677954 17.99204302
 18.34063138 18.32034497 18.21920897 18.41459541 18.50857873 17.82729805
 18.56475852 17.89609082 18.48296448 18.06513384 18.71139313 18.35325426
 18.57907253 18.31325742 18.54380162 18.23735923 18.46053023 18.29064753
 18.29985223 18.11282479 18.47323344 18.21277991 18.48552699 17.9552958
 18.5543387  18.09377552 18.53924643 18.72391817 18.03934833 18.42031945
 18.2667169  18.41357817 18.11848584 18.03556614 18.37943892 18.31581502
 17.9032998  18.45810241 18.34412197 18.3974869  18.45656939 18.43080156
 17.68100375 18.42447692 18.3311756  18.51260477 18.22518584 18.25125591
 18.33050356 18.29654584 18.31145496 17.08996371]",0.32727358368636456,2023-09-14 14:54:38.253176
91,91,18.310852808872138,"[18.28596506 18.29842908 18.23669405 18.53276129 17.95638394 18.60188251
 17.89761223 17.64520348 19.26285856 18.56790399 18.6436728  18.41964086
 18.63572515 18.26997079 18.32282062 18.44431431 18.63312084 18.09524887
 17.83329878 18.67361325 18.07938205 18.06643933 18.08220169 18.12599835
 18.19467851 18.20113621 18.27756771 18.30910809 18.26083781 18.26938667
 18.64380315 18.36741254 17.40329749 19.45861275 18.47912206 18.17467223
 18.39473727 18.16402569 18.06994877 18.52593747 18.30475123 18.45980608
 18.31841527 18.28003181 18.37445767 17.90061578 18.41518885 18.0707243
 18.18566197 18.37652583 18.14791458 18.38429613 18.50648074 18.22460458
 18.22016334 18.37006965 18.07166318 18.28901676 18.55924575 18.32794186
 18.6280879  18.24746759 18.43963785 18.35788701 18.29830352 18.29654584
 18.49552755 18.33604936 18.07774787 18.25567067 18.48433106 17.92753243
 18.42524074 18.50095974 18.33953821 18.62444505 18.16509803 17.45851965
 19.16645104 18.49522823 18.27143125 17.88208997 18.41311198 18.27790179
 17.89368912 18.49458687 18.31216752 18.38560591 18.40544433 18.49082508
 17.58149021 18.58364732 18.21713458 18.48787657 18.20784713 18.29353346
 18.39380681 18.23760868 18.43245771 18.2097536 ]",0.29949837331497364,2023-09-14 14:54:38.253032
92,92,18.306787286794364,"[18.32051279 18.25679552 18.20295844 18.54827304 18.03296426 18.42668368
 18.08988866 18.45997646 18.13577804 18.64519362 18.69936562 18.52834025
 18.59008173 18.35557034 18.13972577 18.51611828 18.49723813 18.10642959
 17.97377177 18.58995213 18.02849403 18.15260898 18.17306207 18.10450372
 18.12538233 18.29328248 18.22746971 18.39029728 18.01716585 18.39968721
 18.73505587 18.36673784 18.1895901  18.45435546 18.6171203  18.06231952
 18.43827786 18.0914432  18.165923   18.49569859 18.30810248 18.36391307
 18.39913708 18.23731766 18.22713747 18.14351063 18.3173667  18.06048456
 18.33680587 18.17128709 18.21452153 18.41633345 18.56126959 18.19575448
 18.2120336  18.25992084 18.0483832  18.42910324 18.4650042  18.42502856
 18.53722739 18.35780275 18.44792957 18.17438321 18.45588812 18.24788382
 18.4919791  18.30529572 18.13832742 18.21701013 18.40883256 17.94550846
 18.59894172 18.49501444 18.26997079 18.62349121 18.07092839 18.31053291
 18.30889858 18.48650947 18.1548747  18.1155318  18.17615879 18.37424666
 17.94273129 18.53018567 18.25342138 18.39799462 18.42549536 18.48394669
 17.64010655 18.39148107 18.30885668 18.47656133 18.23789972 18.23947981
 18.43708805 18.30881478 18.36669567 18.08829348]",0.19172010545934448,2023-09-14 14:54:38.253119
93,93,18.310746008795,"[18.42061635 17.90682631 18.487193   18.5543387  18.06819388 18.34597294
 17.86045182 18.64423765 17.97389292 18.55463994 19.07705221 18.53147339
 18.62448841 18.32416362 18.21601461 18.49274853 17.58087201 19.06286934
 17.88101081 18.54122293 17.88456852 18.35885597 18.19165822 18.22356672
 17.99010095 18.29052208 18.27585577 18.36003571 18.1224671  18.34639367
 18.40455513 18.70050211 18.05820158 18.70609912 18.33659572 17.88612797
 18.62219067 18.27685784 17.63870638 18.70194477 18.35274901 18.59189626
 18.12398619 18.62357792 18.15973759 18.09897424 17.99374268 18.33554506
 18.0607292  18.63194913 18.24451296 18.29470483 18.19666501 18.64063192
 18.12780556 18.31313166 18.13483248 18.32827778 18.38585944 18.0356068
 18.96390694 17.96860436 18.87099552 17.9035402  18.73141492 18.35881384
 18.30483499 18.4877484  18.06562338 18.16068575 18.46504682 18.06488908
 18.46641075 18.53538057 18.28303974 18.43844785 18.22427245 18.39131194
 18.22066132 18.44223086 18.28391724 17.89204833 18.39757152 18.1307636
 18.1426877  18.51200504 18.24039472 18.39820617 18.42104051 18.44712133
 17.54074386 18.58153228 18.36488267 18.47954891 18.11397312 18.18144629
 18.55580194 17.90887071 18.74704148 18.1881427 ]",0.2898294208385475,2023-09-14 14:54:38.253181
94,94,18.313299658656582,"[18.54904716 18.32617849 18.10266019 18.42706567 18.18954874 18.38036793
 17.28832606 19.28342782 18.34025296 18.48023193 17.70166064 19.56923227
 18.71594575 18.37255875 18.22298556 18.38556366 18.50438323 18.19136865
 17.96295589 18.39634465 18.13096905 18.20627252 18.018505   18.25667053
 18.169595   18.16711933 18.2220724  18.35936155 18.19836215 18.41311198
 18.49155167 18.51787554 18.15656405 18.45682487 18.62180054 18.08449074
 18.44210332 18.01209512 17.97466022 18.78079757 18.39486415 18.35338058
 18.18723302 18.37087115 18.37952337 17.98856377 18.22394033 18.15672888
 18.32172957 18.14696776 17.36325891 19.3838363  18.55550066 18.16142785
 18.16138662 18.37753897 18.1379573  18.264173   18.52160545 18.34929722
 18.48565513 18.49706706 18.28935125 18.28115967 18.44729148 18.30311794
 18.33945413 18.53907458 18.01943847 18.21443859 18.45286561 18.04414952
 18.21638792 17.89913391 19.09494724 18.61222591 18.17624138 18.39215758
 18.06162627 18.64454181 18.25700384 17.97187402 18.17058546 18.33491472
 17.98124556 18.47464125 18.26192161 18.52623778 18.30743213 18.55739454
 17.53290159 18.46786015 18.34572052 18.48591142 18.33327604 18.26033763
 18.35009691 18.19194779 18.50720856 18.13043488]",0.32180190820682153,2023-09-14 14:54:38.253108
95,95,18.31322364764032,"[18.4316933  17.98387296 18.50755108 17.9297423  17.47472718 19.69332569
 18.03955172 18.44048794 18.2291726  18.59237155 18.61478107 18.53804354
 18.67047544 18.2748538  17.96602176 18.78710453 18.50964931 18.00439307
 18.07015285 18.50031797 18.11028257 18.10511832 18.10724924 18.18136365
 18.12152293 18.20225435 18.22481217 18.42574999 18.16056207 18.34307045
 17.51332655 19.65379834 17.94003543 18.84765441 18.46939506 18.15788279
 18.05738637 18.44665343 18.08645325 18.43878783 18.45507918 18.37416225
 18.34395372 17.99835765 18.55248847 18.06660253 18.01327128 18.30429053
 18.35489651 18.26404791 18.23956298 18.08183386 18.81020736 18.27230763
 17.87817366 18.4755799  17.86843028 18.74010288 18.40959508 18.40671477
 18.54371565 18.34748766 18.3490447  18.34630953 18.05661199 18.69617546
 18.41226441 18.31225135 18.21759091 18.19169958 18.43296736 17.89529018
 18.242724   18.83935447 18.26759283 18.60439157 17.10377502 19.50491646
 18.26650836 18.47673202 18.10950364 18.12263132 18.19832075 18.34605709
 17.9772049  18.5022434  18.18607538 18.12681976 18.78388437 18.49390279
 17.60768752 18.19629251 18.29809425 18.45865607 18.5947916  18.16204632
 18.10163616 18.60071473 18.41023057 18.17686086]",0.3687807592565887,2023-09-14 14:54:38.253306
96,96,18.311460778374713,"[18.40184571 18.27372672 18.30248982 18.41552797 18.08064873 18.2108728
 17.34406063 19.45922805 18.17752168 18.71896746 18.13914995 18.99272104
 18.60400219 18.34445848 18.31954787 18.50468284 18.39532943 18.17595231
 17.8545125  18.59747167 17.9997345  18.29006209 18.01104077 18.23012802
 18.15738824 18.21850362 18.12259026 18.402269   18.23528071 18.31573115
 18.67561851 18.44312371 18.14968499 18.45946532 18.16744938 18.55188615
 17.92134769 18.61296207 18.12390407 18.52606618 18.29503953 18.4231616
 18.31556342 18.29006209 18.26246356 18.01720643 18.25862891 18.07991322
 18.37762341 18.19629251 18.26429809 18.37466868 18.46555827 18.02041262
 18.49826463 18.19186505 18.15920172 18.32722808 18.43934033 18.40671477
 18.60858926 18.28095079 18.06550099 18.28629945 18.78935489 18.24584451
 18.36349154 18.51496125 17.81534837 18.55993467 18.44809973 17.87046593
 18.16146908 18.97807795 18.24197524 18.547843   18.13635364 18.33634355
 17.82670217 19.04698415 17.94482415 18.1163933  18.04012123 18.66677245
 17.94655516 18.5089213  18.21282137 18.01684124 18.43517616 18.91190362
 17.51765999 18.5982499  18.37150396 18.39346848 18.25967078 18.28245479
 18.37538617 18.08686216 18.47809768 18.26734256]",0.2971841514869664,2023-09-14 14:54:38.253030
97,97,18.31356882695927,"[18.43071663 18.31015573 18.26805169 18.40383536 18.07537885 18.46415185
 18.01947906 17.37087469 19.42294432 18.62236406 18.57143852 18.56648193
 18.59362471 18.35199119 18.27218243 18.43628076 18.56674047 18.049727
 17.95340195 18.55059559 18.04549269 18.21613904 18.06843873 18.18425653
 18.1876465  18.22663914 18.07337791 18.4645354  18.21365068 18.28592327
 18.69643763 18.39232672 18.16427315 18.53881681 18.57976292 18.11389109
 18.31065863 18.17248413 18.0835914  18.53258956 18.42706567 18.35325426
 18.29173488 18.3012756  18.29725724 18.00119258 18.21282137 17.15442413
 19.41808843 17.21900203 19.52491012 18.31837333 18.47720144 18.33600733
 18.07631822 18.26830198 18.12369878 18.33247782 18.52937021 18.30416488
 18.62873855 18.31199985 18.41972568 18.37711681 18.3064267  18.32143585
 18.34605709 18.52984231 18.06170782 18.3099881  18.40527495 17.90794867
 18.42146469 18.62236406 18.2339507  18.59047052 18.08866157 18.3690995
 18.26050436 18.55842773 18.19641667 17.98811885 18.22564257 18.33533494
 17.97086474 17.44572743 19.43190816 18.34639367 18.50943518 18.39084688
 17.62883372 18.49659663 18.38497212 18.41438347 18.2849202  18.26705058
 18.33050356 18.16192262 18.51881859 18.13869755]",0.35803380969631554,2023-09-14 14:54:38.253174
98,98,18.314259422579383,"[18.45976348 18.17355747 18.22526888 18.59933089 18.08273302 18.42201615
 18.03609473 18.44065796 18.09713183 18.75156751 18.60824299 18.5561893
 18.49403105 18.48753478 18.11926554 18.63242648 18.50113088 18.02686905
 17.84423765 18.65254048 18.06337988 18.12587514 18.18657149 18.15190879
 18.10446275 18.23021111 18.21717606 18.30797679 18.20896609 18.41137455
 18.63576856 18.47732947 18.1266144  17.58527761 19.51333737 18.13660034
 18.41798701 18.18371921 18.11274277 18.45823018 18.40790067 18.27497904
 18.32508704 18.43309478 18.20755705 17.99856012 18.25983749 18.15248542
 18.2594624  18.24376405 17.42835855 19.41238704 17.38896062 19.38585608
 18.20664543 18.27886232 18.12525913 18.21431417 18.61343844 18.27560527
 18.64706239 18.33663775 18.403539   18.33731024 18.39389139 18.21547541
 18.38754979 18.56109733 18.02049381 18.31103583 18.37192586 17.92596576
 18.4989918  18.56049445 18.33176368 18.53718443 17.9663042  18.37791893
 18.34071547 18.56583561 18.14581523 17.9342843  18.34412197 18.34660404
 17.88980773 18.52272043 18.28412618 18.40849368 18.39198845 18.49039771
 17.63159229 18.47596393 17.45368229 19.45700367 18.21659532 17.34955227
 18.38886003 19.19086515 18.42957025 18.22418942]",0.3690130049702865,2023-09-14 14:54:38.253014
99,99,18.309120242795828,"[18.26721742 18.31879279 18.27464507 18.42651391 18.09680433 18.38024124
 18.01408251 18.42451935 18.19190642 18.78379616 18.57626835 18.48428835
 18.68499665 18.35607575 18.13898544 18.64280388 18.45086535 18.12484849
 17.857103   18.51329023 18.01371745 18.3490447  18.08956142 18.16126293
 18.06403248 17.36680206 19.10142138 18.33285592 18.34412197 18.31556342
 18.66664178 18.32584265 18.15949026 18.54749899 18.59976332 18.14688543
 18.2783194  18.14544481 18.25633723 18.47020525 18.30119187 18.44780194
 18.27798531 18.26646665 18.35953009 17.95888314 18.28910038 18.14882033
 18.23557167 18.29470483 18.22008035 18.41565515 18.40243832 18.29763389
 18.16629426 18.34929722 18.02841278 18.37133521 18.43309478 18.4544406
 18.44329379 18.45750621 18.39905245 18.32009325 18.42112535 18.23656934
 18.3610049  18.53379174 17.98888736 18.2748538  18.52971355 17.81761003
 18.55821247 18.57808019 18.28070015 17.56886446 19.16282412 18.31153879
 18.29252956 18.53851608 18.17335105 18.00641929 18.25846223 18.33155365
 17.88952769 18.58343148 18.21273844 18.45682487 18.41480735 18.32794186
 17.74780371 18.37838335 18.33478866 18.57708795 18.23777499 18.244721
 18.29462115 18.13380481 18.58148912 18.19012776]",0.25411910669815657,2023-09-14 14:54:38.253036
100,100,18.314079398891828,"[18.33390627 18.31082628 18.30596591 18.3989255  18.10073512 18.43033449
 18.05975069 18.46700754 18.16509803 18.70063325 18.55330597 18.49629727
 18.6441073  18.32907564 18.32311438 18.4231616  18.56088201 18.08449074
 17.92528294 18.58010814 17.99718344 18.1525266  18.17491997 17.06568368
 19.44277021 18.19232011 18.16299471 18.42214342 18.16551051 18.35186489
 18.53456465 18.52816861 17.14302857 19.6844097  18.61066717 18.08956142
 18.37749676 18.12727157 18.04691747 17.46255918 18.42774481 19.52371888
 18.34529982 18.38264862 18.22360823 17.98371125 18.23465725 18.11688562
 18.37049148 18.24642712 18.30307606 18.3396223  18.40951035 18.32030302
 18.1920719  18.2401036  18.10442178 18.29775944 18.54453238 18.2768996
 18.63494378 18.33533494 18.42511343 18.36134203 17.29389461 19.44617299
 18.29135848 18.56786089 18.04606257 18.24447136 18.54075025 17.87873302
 18.49484341 18.57579388 18.26721742 18.56583561 18.05657124 18.36488267
 18.29441197 18.57044699 18.11257873 17.99382362 18.26388112 18.37285411
 17.9128807  18.50879283 18.28166098 18.30613347 18.48522799 18.49210734
 17.65638035 18.4281693  18.34445848 18.51427566 18.19687196 18.28801335
 18.29633662 18.21149464 18.50622387 18.170668  ]",0.37586161851728356,2023-09-14 14:54:38.253110
101,101,18.320887489123574,"[19.5884947  18.22186487 18.31568922 18.35624422 18.14371638 18.34336486
 18.0425624  18.47570791 18.22522736 18.28090902 18.66607557 18.7817235
 18.63585539 18.31204177 18.33987456 18.1933958  17.67815157 19.28617061
 17.84774092 17.93858725 18.66524811 18.20797145 17.04194449 19.47040498
 18.08821169 18.29395179 18.20647969 18.37796115 18.16489181 18.34122006
 18.61287546 18.44933352 18.10544612 18.52104801 18.54165266 18.13754608
 18.38395816 18.19298206 18.03085079 18.48680851 17.40185895 19.14182417
 18.64875764 17.9829836  18.25937904 18.37276972 17.87397951 18.54827304
 18.31887669 17.88420869 18.65075757 17.9853689  18.89573334 17.87290133
 18.3647562  18.43985036 18.06048456 18.29834537 18.21029246 18.7867957
 18.46061543 18.37880556 18.44465451 18.27856998 18.08751645 18.52799696
 18.049727   18.46935242 18.48804748 18.23208071 18.42749013 17.59142594
 18.52589457 18.57820962 18.6114465  18.18400853 18.40815481 18.4417207
 18.20639682 18.31656986 18.04362045 18.0466325  17.55837611 19.05079418
 18.31896058 18.50262853 18.26725913 18.3623535  18.51050587 18.38416939
 17.66846885 18.51826132 18.28889133 18.41302722 17.93709908 18.68552036
 18.30362046 18.18715032 17.40095053 18.93939394]",0.3894937731228129,2023-09-14 14:54:38.253334
102,102,18.30993958839182,"[18.37399345 18.22203089 18.28822238 18.42354345 18.06815307 18.42948533
 18.10716727 18.42982499 18.233452   18.62687346 18.58127333 18.55851383
 18.73387131 18.2044082  17.4490379  19.36844348 18.55502725 18.10593784
 17.96384327 18.48710755 18.14165915 18.0746846  18.2098365  18.12049677
 17.97239889 18.44410169 18.14655612 18.38171938 18.08583992 18.39165019
 18.66320153 18.42048911 18.15973759 18.57868421 18.49236381 18.06146316
 18.40679947 18.21742497 18.06778582 18.53211732 18.3012756  18.42112535
 18.26204667 18.38531014 18.24026996 18.01870792 18.30173615 18.07631822
 18.40425875 18.20519531 18.26967873 18.2309589  18.57618208 18.28487841
 18.17578713 18.21315308 18.23158211 18.33499876 18.40163407 18.42880607
 18.48826111 18.43534609 18.36429247 18.32983157 17.52049898 19.25938052
 18.37986119 18.39697922 18.17384647 18.25038155 18.4207436  17.88532822
 18.48509985 18.53722739 18.34151441 18.55786807 18.02292967 18.37808781
 18.3077254  18.50536771 18.18710898 17.98597544 18.21398242 18.34950766
 17.90157713 18.547886   18.33092358 18.35072829 18.4495888  18.44516483
 17.64084561 18.47400131 18.34269193 18.41345103 18.33588126 18.16819204
 18.47511056 18.16369577 18.48932935 18.14462171]",0.26279601570033423,2023-09-14 14:54:38.253496
