host,min,min-prct,mean,mean-prct,scaleup,hardware-gap,comm-gap,hardware-prct,comm-prct
x1922c0s3b0n0,20.38703756139698,0.9323308833985662,21.054691664296687,0.9027662357900373,19.0074647394969960.6676541028997072,1.379572821899984,0.3261260853947752,0.6738739146052248
x1922c0s4b0n0,20.695859391192133,0.9161012158597837,21.268680494564506,0.8914282179554857,18.9595019515342360.5728211033723731,1.7363574396578976,0.24806271697842644,0.7519372830215736
x1922c0s7b0n0,20.680541526870606,0.9165610852500875,21.207587764271583,0.8937829137438004,18.9549795854280240.5270462374009774,1.7255619414425816,0.23397155455217772,0.7660284454478223
x1922c1s1b0n0,20.428058377902016,0.9244266977814002,21.089708655622985,0.8954245341523326,18.8842425483696270.6616502777209696,1.543815829532388,0.30000473620742935,0.6999952637925707
x1922c1s2b0n0,20.515273758430293,0.9269748977347966,21.19058544429427,0.8974336194823155,19.0171437942222780.6753116858639778,1.4981299642080153,0.3107107503169495,0.6892892496830505
x1922c1s4b0n0,20.707514374378434,0.9197520070766207,21.269051370081456,0.8954690820952019,19.0457779074025380.5615369957030225,1.6617364669758956,0.25257216673040406,0.7474278332695959
x1922c1s5b0n0,20.491156327370017,0.9306735109648033,21.000937564390252,0.9080821436876549,19.07057640292210.5097812370202348,1.4205799244479174,0.2640859374898097,0.7359140625101903
x1922c1s7b0n0,20.6694318980688,0.9167678023562974,21.309157360812442,0.8892453763560376,18.949069657145690.6397254627436411,1.7203622409231123,0.27106003804423484,0.7289399619557652
x1922c2s0b0n0,20.365946262528166,0.9285432227202813,21.29548900901659,0.8880125442693111,18.910661376355970.9295427464884227,1.455284886172194,0.38977355585711015,0.6102264441428898
x1922c2s2b0n0,20.62792813194008,0.9200026187748475,21.029497898915427,0.902434665464028,18.977747901284220.40156976697534574,1.6501802306558595,0.19572061286168768,0.8042793871383123
x1922c2s3b0n0,20.217244971372565,0.9319117138775331,21.17425345701293,0.8897922871001477,18.8406874111537450.9570084856403653,1.3765575602188207,0.41010559239946787,0.5898944076005321
x1922c2s4b0n0,20.620860966312343,0.9181833200970059,21.173108577726044,0.8942348033498286,18.933730585307420.5522476114137014,1.6871303810049234,0.24660759071640698,0.753392409283593
x1922c2s6b0n0,21.010550871221817,0.8933055900266281,21.395833425533795,0.8772195113653553,18.768842542801290.3852825543119778,2.2417083284205255,0.14666307250797173,0.8533369274920283
x1922c3s0b0n0,20.807758376792023,0.9162396071395041,21.19557466822512,0.8994751337969791,19.064892360605650.38781629143309715,1.7428660161863725,0.18201507096869338,0.8179849290313066
x1922c3s1b0n0,20.742407541673412,0.9158174992321234,21.322171041544333,0.8909158343142627,18.996259802868880.5797634998709214,1.746147738804531,0.2492629513244375,0.7507370486755626
x1922c3s2b0n0,20.457999293912277,0.9301792022784667,21.05470619777794,0.9038171933946575,19.029605463424760.5967069038656625,1.4283938304875186,0.29465541824330593,0.7053445817566941
x1922c3s3b0n0,20.52221890075049,0.9312442299914121,21.220214270795726,0.9006128634735956,19.1111979379445960.6979953700452342,1.411020962805896,0.3309577831014852,0.6690422168985147
x1922c3s4b0n0,20.574258839052526,0.9360627610492059,21.037413003476328,0.9154546489267534,19.2587975354245380.463154164423802,1.3154613036279876,0.2604015160911194,0.7395984839088806
x1922c3s5b0n0,20.174348122419623,0.9323402119941187,21.085926407842404,0.8920336551257323,18.809356005299860.911578285422781,1.3649921171197619,0.40041734901090814,0.5995826509890919
x1922c3s7b0n0,20.632744365651384,0.91296782427095,21.14864444812616,0.8906968850155533,18.8370317322474460.5159000824747757,1.7957126334039373,0.22317755865028918,0.7768224413497108
x1922c4s0b0n0,20.45304850304688,0.9311550874495924,21.383691057641006,0.8906301590370229,19.0449601674653730.9306425545941259,1.4080883355815068,0.3979263105915692,0.6020736894084308
x1922c4s1b0n0,20.494278791053873,0.9226612980555399,21.02830847629307,0.8992296215068302,18.9092778720658860.5340296852391972,1.585000918987987,0.25201603231868336,0.7479839676813166
x1922c4s2b0n0,20.701296533384262,0.9219299891177283,21.1913919161836,0.9006084245542517,19.085146087745820.49009538279933906,1.6161504456384428,0.23268669600777153,0.7673133039922284
x1922c4s3b0n0,20.629440930150835,0.9282496316588973,21.16521032721975,0.9047522159566901,19.149270944741490.5357693970689148,1.4801699854093435,0.2657666206263982,0.7342333793736018
x1922c4s5b0n0,20.141335288544532,0.9264404702538137,21.043293516562454,0.8867313532253154,18.659748136258930.9019582280179215,1.4815871522856021,0.3784103443010869,0.6215896556989131
x1922c4s7b0n0,20.600521909781058,0.9138301341256997,21.25258100039742,0.8857925397165929,18.825377699874640.6520590906163619,1.7751442099064185,0.26864626068855413,0.7313537393114459
x1922c5s0b0n0,20.425293560128843,0.9278415606892829,21.106465432589847,0.8978972019210935,18.9514362543667050.6811718724610039,1.473857305762138,0.31608475622712523,0.6839152437728747
x1922c5s2b0n0,20.697667797004456,0.9091697356418583,21.277133483360355,0.8844092261827375,18.8176931594055470.5794656863558991,1.8799746375989095,0.23560876054276916,0.7643912394572309
x1922c5s3b0n0,20.62942482788991,0.9238495336649762,21.207879651760887,0.8986511060968018,19.0584845070227760.5784548238709775,1.570940320867134,0.26912446754477903,0.730875532455221
x1922c5s5b0n0,20.41068191931397,0.9339530406643477,21.017198321695826,0.9070009307995144,19.0626184405761060.6065164023818568,1.3480634787378634,0.31030525190630825,0.6896947480936918
x1922c5s7b0n0,20.596123527311804,0.931383309513104,21.15156244643346,0.9069252327145676,19.1828856940083730.5554389191216558,1.4132378333034303,0.282138201935613,0.717861798064387
x1922c6s0b0n0,20.653153930438226,0.9225151482308837,21.327668191312352,0.8933394494262854,19.0528473595734770.6745142608741261,1.600306570864749,0.29651313697462794,0.7034868630253721
