,i_Host,Host,Throughput,Throughputs,Uncert,Start
20,20,x1922c4s0b0n0,19.044960167465373,"[19.03302706 19.43431566 18.86650064 19.37393141 19.2333121  19.32259802
 18.66350631 19.24399948 19.07468694 19.24469388 18.99105284 19.02420116
 18.6171203  19.28054641 18.69150144 19.1687932  19.11684935 19.38468174
 19.18695287 19.17237644 18.97965381 19.25511584 19.2721859  19.18244423
 18.92398236 19.31242924 19.01809572 18.96512077 19.19560804 18.59081614
 19.28677506 18.81365777 19.06182465 19.35335599 19.20404053 18.08755734
 19.56133702 19.07400475 19.24895394 18.99583279 18.64467217 19.28463641
 18.9099367  18.74581148 18.95864882 19.0280926  19.01945214 19.03049161
 18.50763671 19.365771   19.12338407 19.16167665 19.09658816 19.16016219
 19.12059599 19.29966346 18.93374609 18.48578328 19.35546308 19.36844348
 18.57790762 19.25831418 18.75433694 19.0696854  18.22535192 19.47177931
 18.68709166 19.14979689 18.84627798 19.30837404 18.12525913 19.1514014
 18.72326084 19.3424533  18.58969294 19.07132198 18.55903048 18.92501201
 19.28761205 18.8181275  19.20740638 19.1296488  19.15392332 19.15851033
 18.19066546 18.97812297 19.19952385 19.3327308  18.70312529 19.19694385
 19.23229487 19.36010029 19.16452264 19.19666746 18.73207282 19.3490028
 19.18571048 19.4034412  19.26258027 19.30884007]",0.30273125356166714,2023-09-14 14:49:38.084178
21,21,x1922c4s1b0n0,18.909277872065886,"[19.02795683 19.01574504 18.87371128 19.00228502 19.21972713 19.00512901
 18.89434988 18.99060203 18.60542999 19.02678019 19.14594716 19.05047662
 18.76991371 19.23298842 19.01131649 19.06159755 18.85027462 19.0348838
 19.04839005 18.88498337 19.1008285  18.84246054 19.25650629 18.82999807
 18.74796409 19.06882176 18.85214031 19.13477338 17.64539808 19.34100365
 18.94921846 18.96013158 18.94894916 18.97816799 19.18589453 19.23525437
 19.02442736 18.97011259 19.10680465 19.17191698 18.15013794 19.3377778
 18.73694269 19.09964284 19.11429152 18.1224671  19.19933954 19.25103835
 17.98338785 19.15594133 18.98897927 18.27581402 18.83084021 18.79522601
 19.00449694 19.05605816 19.02094444 18.8770514  17.52437531 19.33974123
 19.05079418 19.11319551 18.86214132 18.46479111 19.06709472 18.15199116
 18.88632087 18.52139105 18.84228303 19.28393913 18.90622748 18.98366219
 19.0861549  19.15924446 19.10224236 19.02714222 18.1172959  19.39130688
 18.58325881 19.16865541 18.95536958 19.08633705 19.027459   19.02668969
 18.99596811 18.54741298 18.15050855 18.50725137 19.1296488  19.09266865
 19.00558051 19.13486492 19.08210313 19.00129209 19.19201612 18.89979565
 18.62847829 19.29933755 18.42163437 19.00648359]",0.3478195769936897,2023-09-14 14:49:38.790155
22,22,x1922c4s2b0n0,19.08514608774582,"[19.24515684 18.32324028 19.74821032 19.17747797 19.48728942 19.20657633
 18.9929014  19.13376655 19.27529702 19.33506704 19.41365897 18.79050234
 19.37214866 19.47865383 18.12591621 19.5645422  19.11840266 19.27775877
 19.11776303 19.28449695 18.43866034 19.23539312 19.36975655 17.59154199
 19.66553836 18.57117985 18.52469342 19.55058102 18.54909017 18.91807528
 19.32045142 19.01203937 19.27543635 19.20440933 18.85165164 18.7764337
 19.43752657 19.40720687 19.3205914  19.06123421 19.4473548  18.91042839
 18.89559945 19.10347397 19.24210172 19.19519352 19.10963436 18.37783449
 19.42044536 19.27404316 19.47282203 19.40890189 18.79942192 19.21769565
 19.28491534 19.27367168 19.15938211 18.98843841 19.25395729 19.40852519
 18.84800965 19.24163891 19.49626525 19.36816213 18.34269193 18.34534189
 19.21234201 19.39487975 18.57079186 18.81246326 18.81259597 19.42832164
 19.0180053  19.29621866 19.23946399 18.97299195 19.39003788 19.36956895
 19.27292876 19.02469882 19.28844911 19.41017336 19.14292346 19.17835148
 18.31149687 18.86254159 18.7889136  18.68652421 19.37430676 18.27957235
 18.90037612 18.48621044 19.10009884 19.44121099 19.26624506 19.25418899
 19.5480491  19.02266313 18.6350306  19.28570568]",0.3795404555211854,2023-09-14 14:49:38.261719
23,23,x1922c4s3b0n0,19.14927094474149,"[19.22055831 19.13793186 19.32101136 19.25882415 19.18299619 19.04970544
 19.10274411 19.23063055 19.44092753 18.98316668 19.12365836 19.05247289
 19.22268277 19.32241134 19.33413248 19.04752835 19.29593941 18.95029574
 19.19362772 19.18308819 19.17242239 19.21783415 19.19864842 18.27055495
 19.50700911 19.15717987 19.01208456 19.08501659 18.62071694 19.01109059
 18.85187376 18.72562743 19.11762597 19.21875751 19.02990311 19.26035425
 19.53148842 19.10351958 19.20062978 19.32703272 19.1466345  19.18594054
 19.06491365 19.22291371 19.28384616 19.41149209 19.06514082 19.20883606
 18.90149251 19.08966176 19.1525935  19.38115957 19.23752086 19.06818545
 19.14035864 19.35419877 19.06046217 18.95707644 19.33287096 18.97672742
 19.3069295  18.83203706 19.40946697 18.62479193 19.22240564 19.15098879
 19.20943567 19.29482248 19.27738714 19.09791021 19.19008257 18.45529205
 19.33301112 18.88275462 19.26916861 19.19745058 19.25303055 19.25710888
 19.09590441 19.42374602 19.05841882 19.31084425 19.12260699 18.98510381
 19.39840691 19.18879374 18.99664472 19.17113594 18.35704452 19.42855755
 19.35738327 19.40598286 19.33674949 19.21617233 19.11164305 19.13802342
 19.31145024 19.24136123 19.33441284 19.15690463]",0.21765989741592331,2023-09-14 14:49:38.131145
24,24,x1922c4s5b0n0,18.65974813625893,"[18.6414572  18.387423   18.53426406 18.66011075 18.84521249 18.8374026
 18.36218492 18.79920103 18.6789325  18.65384526 17.8992941  18.92067036
 18.27460333 18.71923027 18.82871285 18.94881451 18.80450368 18.57031767
 18.35514919 18.81361353 18.54036353 18.82410521 18.81520645 18.54251219
 19.05401575 18.86770203 18.0562452  18.62227736 18.78194398 18.69897226
 18.9572112  18.79518186 18.88507253 18.62123706 17.97361025 18.78617807
 18.85862865 18.59250118 18.64727971 18.97159715 18.66503037 18.79712498
 18.77876966 18.75262244 18.71651498 18.8203853  18.73224827 18.13224298
 18.8394432  18.75420504 18.68172414 18.23162366 18.87620513 18.78445774
 18.86694558 18.80304515 18.68076442 18.55223033 18.46764699 18.79262108
 18.73303782 18.81538346 18.77365774 18.79504938 18.79474029 18.77960722
 18.52212004 18.717347   18.95123846 18.62704694 18.83221439 18.571999
 18.7251453  18.83084021 18.41222203 18.99163893 18.81803897 18.7596143
 18.76300217 18.11204564 18.93401496 17.99002004 18.21083135 18.66472554
 18.93890074 18.80848263 18.5264094  18.11918346 18.51714688 18.35308584
 18.05290404 18.72681094 18.67243645 18.51538976 18.6763597  18.7897962
 18.84290435 18.73106406 18.57255951 18.85316215]",0.2464437955949011,2023-09-14 14:49:38.191092
25,25,x1922c4s7b0n0,18.82537769987464,"[18.64532399 18.9239376  18.79262108 18.7132752  19.1672317  18.79301839
 18.88810451 18.2082201  18.44244344 19.05460574 19.15291448 18.59656382
 19.24802768 19.05864584 18.7723802  19.0421331  18.07488878 19.05891826
 18.77304097 19.115479   18.76326622 18.78798696 18.53542351 18.94953266
 18.56579253 18.71165572 19.20680689 19.03896085 19.10155821 18.02077796
 19.12004761 18.72584658 18.4053173  18.98933986 18.62561581 18.61681704
 19.13889334 19.03619733 18.68185501 18.96606497 19.04848076 18.39410285
 18.99511113 18.75517232 18.97672742 19.03420447 19.07550562 19.11086692
 17.97134918 18.49779414 18.8410405  19.01113577 18.82255507 19.09877648
 18.15388595 19.00205935 19.16663472 18.9183437  18.88328947 18.90618279
 18.82131514 19.2402506  18.64723625 18.59155061 18.78300232 18.98929479
 19.10904097 17.92769313 19.2491392  18.68189864 18.83274638 18.48044538
 19.13179896 18.47741482 19.05819181 18.99957726 18.66516101 18.58502883
 18.86779103 19.17931702 18.58360415 19.09718078 19.18520437 19.00029925
 19.08264934 19.00928366 18.96858328 19.11410884 19.06432303 18.8122863
 18.47165525 18.72453171 18.48369045 18.92801204 18.59072973 18.78578104
 17.98787617 19.19505535 19.06595868 18.89631357]",0.3064491299016921,2023-09-14 14:49:38.067280
26,26,x1922c5s0b0n0,18.951436254366705,"[18.68931812 18.75816273 19.07655182 19.13317166 19.30054814 19.13697047
 19.28784456 18.6697783  19.00156288 18.74765654 19.12315551 18.98303154
 19.11022779 18.75820672 18.85698392 18.89693846 19.02990311 19.08082878
 19.40490022 18.69420947 19.46846231 18.8268518  19.41719295 19.04285833
 18.9794737  19.10853889 18.9797889  18.54178159 18.58537424 19.10849325
 19.24520313 18.79540264 18.22174036 18.89278815 19.13417843 18.65571576
 19.13816077 18.81184394 18.95685184 19.36736502 18.97330693 19.17683438
 18.73338875 18.65236652 18.83709212 18.99646428 18.95914305 19.22873542
 18.88034815 18.68783375 19.28724004 18.65123588 19.08451578 18.73716212
 18.3878879  19.13893913 18.40027968 18.65636835 19.27088603 18.92586266
 18.44954626 19.16282412 18.77749142 19.15163064 18.99826878 18.97546709
 19.0979558  18.37783449 18.8405524  19.12617297 18.65393225 18.93522496
 19.02162283 18.80865951 18.89399289 19.23493063 19.17191698 18.9384524
 19.23580938 19.17104406 18.60612234 18.61881012 19.24904657 18.66942974
 18.68857591 19.01366607 19.14026705 19.17973086 19.17159536 19.02506076
 18.97168713 18.66585781 19.28733304 19.05483266 19.12178425 18.26083781
 19.08647365 19.17982283 19.19358167 19.25187224]",0.2636754579458053,2023-09-14 14:49:38.102705
27,27,x1922c5s2b0n0,18.817693159405547,"[18.03479363 19.3928581  18.63446631 18.76485062 19.08069225 18.84978605
 19.03918741 18.66590136 17.93392246 19.07809858 18.62704694 19.05973559
 18.98109483 18.83265771 18.79257693 18.84587841 18.49929125 19.19726631
 18.94338533 18.84436907 19.16870134 18.8641428  19.06941266 18.82782659
 18.32273668 18.69071539 18.91986491 18.87041685 18.97434195 18.90064404
 18.91803054 18.89671528 19.1098626  18.84561203 17.79585045 19.20371784
 18.56958488 19.06500452 18.90167114 18.84565643 19.0528359  18.16439687
 17.98852332 19.18060457 18.86823603 18.41230679 18.82698472 18.88850587
 18.96192919 18.84951957 19.01036778 18.55636147 19.04503436 19.06150672
 18.62717705 18.73233599 18.74950197 19.09900446 17.98698642 18.69949675
 18.75433694 19.0889785  19.10913225 18.99272104 18.88422553 18.46436493
 18.97159715 19.01637786 18.72216541 18.91642016 18.77854926 18.87901149
 19.02411068 18.90810425 18.47242298 18.88221979 18.91525728 18.8770514
 18.98663578 18.76216609 18.51693258 19.12713327 18.66733869 18.4963828
 18.92537017 18.5172326  18.85809519 18.85493952 18.89644747 19.05574042
 18.96813354 19.0719585  18.69945304 18.77700662 18.93867657 18.59569928
 18.89060216 18.82791521 19.04390095 19.01452472]",0.28619834074092604,2023-09-14 14:49:38.308283
28,28,x1922c5s3b0n0,19.058484507022776,"[19.10187748 19.17591505 19.36895931 19.24108356 19.08246727 19.20440933
 18.92389283 19.01371126 19.46931514 18.45818759 19.31312858 19.13367503
 19.07041273 19.12763633 18.56790399 18.8134808  19.20155149 19.33324472
 18.92375854 19.18506634 19.24233313 19.53802344 18.96880817 19.3497048
 19.25887052 19.13015199 19.19920131 19.11483957 18.25362962 19.50734208
 19.30739546 19.25836054 19.20118279 19.30497272 18.42498612 19.21889602
 19.19906309 18.64849681 19.3203581  18.93863173 19.03805469 19.20118279
 19.14438938 18.52675263 19.22314467 19.00490327 18.6183768  18.76942929
 19.05487805 19.10529885 18.32622047 19.4473548  19.31303533 19.31569328
 19.14132037 17.53928251 19.59348419 18.98050939 19.27186091 19.28793756
 18.48565513 18.98474339 19.20971243 19.07414119 19.27543635 19.10648522
 19.28928625 19.21580308 19.01967823 19.08629151 19.3280133  18.73962001
 18.01254123 19.40937279 18.56484468 19.38191086 19.35963178 19.06945812
 19.33100234 18.93419421 18.66237432 19.13262256 19.17862734 19.25252088
 19.10716973 19.18824145 18.38476087 19.54356015 19.16328315 18.95141804
 19.04526106 19.10014444 18.7740102  19.15878562 19.28305598 19.26643065
 18.89479614 19.22864299 18.52838317 19.1285053 ]",0.3376686961198708,2023-09-14 14:49:38.162361
29,29,x1922c5s5b0n0,19.062618440576106,"[18.87188584 19.3772632  18.98316668 19.37036625 19.00138235 19.23391324
 19.13509376 19.28105757 19.22041977 18.9337909  18.91749372 19.20440933
 19.10470573 19.26513156 18.22493673 19.23016829 18.86111851 18.84840931
 18.72418111 18.61257233 19.27822332 19.24761089 19.25539392 19.33679623
 18.79301839 18.99822367 19.18143237 18.99668983 18.60555981 18.69364159
 19.06923084 19.04943328 19.28273063 19.24872237 19.03221202 18.95433663
 19.1437022  18.76819635 18.95289968 19.30348211 19.13610073 19.23446817
 19.49973432 18.63576856 19.15681288 19.0423144  19.2406208  19.23349706
 18.55816942 19.21926539 19.23252605 19.02727798 18.81675538 18.22215541
 18.89747412 19.1052076  19.16332905 19.25826782 18.99795297 19.2986392
 19.27822332 19.21151154 19.0739138  18.77912231 19.22494629 18.64814905
 19.0354726  19.25581104 19.18000676 18.79792001 18.70658027 19.15474882
 18.70973023 19.46978897 18.91047309 18.9854192  19.12594434 19.2109118
 19.27622591 19.21137313 18.20971215 19.45004984 19.21409546 19.1722386
 18.87006076 19.41544936 19.15901504 19.43861286 19.34184536 19.37003794
 19.26889014 19.29575325 18.43849035 18.85405079 18.416927   19.25428167
 19.16273232 19.35279418 19.33263736 19.42855755]",0.28044804100487947,2023-09-14 14:49:38.750615
30,30,x1922c5s7b0n0,19.182885694008373,"[19.49674039 19.34568071 19.1091779  19.2333121  19.06323274 19.06159755
 19.43828224 19.22878164 18.88427011 18.72869611 18.79646251 19.42605714
 19.45600996 19.50177832 19.03003892 18.96386199 19.07250412 19.03207619
 19.29347302 18.94257794 19.33062866 19.53029637 19.16741539 18.98267119
 19.48629261 18.67300304 19.48382477 18.67697013 19.57464301 19.07509627
 19.39046086 19.43294662 18.57527631 19.32810669 19.18028267 19.54341692
 18.94091854 19.23349706 19.06709472 19.50106525 19.15172234 19.45213074
 19.3986421  19.23132398 19.30697609 19.02886203 19.50886434 19.19118741
 19.46088484 18.6216705  19.60798731 18.93612136 19.22850433 18.74466948
 19.46003274 19.55172776 19.49792835 18.99398366 19.3255387  19.38670169
 19.23474564 18.5099491  18.61058058 18.91047309 18.84006434 19.32292472
 19.25831418 19.60135739 19.40485315 19.58278869 18.71997492 18.90685303
 19.25775787 19.35026643 19.03076323 19.56956737 19.2323411  19.37149194
 18.04207412 19.72250436 19.40579457 19.09827495 19.50862647 19.26443568
 19.17375496 19.52691175 19.24557352 19.4942224  19.10041806 19.27669039
 18.76784411 18.77784402 18.69927821 19.32236467 19.5007325  18.59474838
 19.01420837 18.95505519 19.11949926 19.59866827]",0.3106372514376199,2023-09-14 14:49:38.491319
31,31,x1922c6s0b0n0,19.052847359573477,"[18.74273719 19.23109283 18.44027541 19.23553187 19.36633357 18.9099367
 19.17922506 19.12772779 19.08424262 19.23853864 19.3491432  19.12164714
 18.95213638 19.13555146 19.2424257  19.12626443 19.04467166 18.97155216
 19.39140088 19.23229487 19.0098257  19.14571806 19.02537748 19.26104982
 18.74717328 19.30348211 19.17798367 19.37702853 19.25836054 18.93240186
 19.36516159 19.11433719 19.20062978 19.21986565 19.04131728 19.21566461
 18.84121799 18.9098473  18.51089135 18.80662557 19.24524943 18.44193327
 19.39516188 19.14929267 19.36675551 18.92949002 19.22887408 18.87250912
 19.30464663 19.30255059 19.18295019 19.22989094 18.93679372 19.27585434
 19.37623069 18.97434195 19.2320637  18.55537155 19.18492832 19.217511
 19.08447025 18.75033692 19.19413427 18.26100454 19.25664535 19.21183449
 18.24056108 19.05061272 19.31905172 19.19740451 18.59047052 18.80750984
 18.12230289 19.33076878 19.13669581 19.09590441 18.90850646 18.60707441
 19.22975227 18.91239542 19.2316476  19.11328684 18.94679503 18.2348235
 19.13500222 19.38956793 19.10803684 19.30520565 19.01836699 19.34642925
 18.95505519 19.24520313 17.84817893 18.97650235 19.50905464 19.23853864
 19.15392332 18.85316215 19.19404217 19.18538841]",0.30441582275033935,2023-09-14 14:49:38.508933
