,i_Host,Host,Throughput,Throughputs,Uncert,Start
20,20,x1922c4s0b0n0,23.070202085239497,"[23.38107945 23.1857176  23.44892677 23.26311749 23.29685434 23.2514881
 23.19600333 23.24628568 22.90176859 23.36550959 23.28573341 23.44686501
 23.17228595 23.41324077 23.01734357 23.41474836 23.14660772 23.21067459
 22.96679289 22.66462307 23.36899052 23.32524725 23.29108912 23.34464576
 23.06073621 23.38217285 23.25953277 22.43963738 23.2229373  23.24837988
 23.25081233 23.19385131 22.99048769 22.74866423 23.33034899 23.24594794
 23.12218921 22.37286619 23.26433519 22.66590736 22.67033926 23.25236665
 22.43365946 23.21377273 22.9723327  22.85453091 23.32048763 23.10209103
 23.12513008 23.08615754 23.21195416 23.27699331 22.99716273 22.98520328
 22.56705943 22.64229978 22.63595722 23.18269412 23.24236851 22.71011111
 23.35452757 22.79650416 22.51814822 23.12967653 22.94354168 22.92927179
 22.86981927 23.28363248 23.27482624 23.03570246 23.37793649 22.59548712
 23.25493513 22.90990109 23.01681378 23.21027054 23.13014465 23.05428997
 23.01588672 22.7533227  23.04698416 23.36591905 23.19566705 23.21512001
 22.52334686 23.2009814  23.23406579 22.83411302 23.04081104 22.63621341
 23.29977195 22.91725153 23.11624292 21.92501644 23.28336142 23.24432693
 23.09748873 23.06931464 23.17772389 23.25473234]",0.2821972040100775,2023-09-14 14:45:58.486118
21,21,x1922c4s1b0n0,23.218232661060213,"[23.37759491 23.69429619 23.50134839 23.4573838  22.8277277  23.498104
 23.56350955 23.43010945 23.29102131 23.56115002 23.17604524 22.79390605
 23.39667007 23.35820983 23.24459708 23.60049089 23.36366716 23.5097051
 22.80963365 23.18968291 23.32157537 23.20454809 23.63479515 23.18907794
 23.06652096 23.56850776 22.91738283 23.49044526 23.33490844 22.94137046
 23.4792766  23.17255443 23.34968784 23.26244104 23.21680432 23.29549756
 23.11049997 22.84291498 22.73806039 22.72636884 22.57266281 23.14419703
 23.42098637 23.36612379 23.02787812 23.38894054 23.05076932 23.43038394
 23.46935782 22.82271316 23.12132046 23.38887216 23.22206096 22.95381119
 23.524776   23.10475987 23.37219935 22.9484778  23.42530694 23.14660772
 23.20279826 23.08196116 23.06452589 23.4668106  23.39283887 23.48155084
 23.29448008 23.29149598 22.38206749 23.36776184 23.39475431 23.2189606
 23.26609432 22.75895423 23.43923963 22.9774132  22.90491597 23.47045949
 22.95585303 22.82030437 23.10909805 23.43834689 22.91167264 23.51163973
 23.53439552 23.29061446 23.45986018 23.59561829 23.33313889 23.31348773
 23.35643674 23.03596778 23.10249131 23.25946515 23.09335489 22.86249921
 22.67348761 22.81685481 22.96468319 23.51661596]",0.2671461780437281,2023-09-14 14:45:58.703497
22,22,x1922c4s2b0n0,23.15553121332735,"[23.58873048 23.55192463 23.61128738 23.41536516 22.94354168 23.5867136
 22.81392676 23.51592469 23.39783336 23.46006657 23.17785819 23.56538363
 23.32511123 23.56364836 23.61226303 23.25987091 23.33164179 23.25655762
 23.22792694 23.23804766 22.9209942  22.98025135 23.47390289 23.54714138
 23.28708906 23.09702193 23.34069538 22.43177236 23.53162651 22.91685764
 23.31233281 22.77197567 23.61777001 23.55407427 23.05369205 22.48688031
 22.43397401 22.627058   22.56960608 22.55172803 22.48157214 22.38889511
 22.42573577 22.39328202 22.35823482 22.11728798 22.41247927 23.11624292
 23.20616356 23.10649495 22.97345417 23.40105012 23.39365973 23.45979138
 23.36216614 22.87014617 23.57128546 23.26704165 23.26562068 23.15571932
 23.55511455 22.9931308  23.4216035  23.05767878 22.83235344 23.40330923
 22.67207396 23.42078067 23.54707207 23.36953664 23.35391397 23.06831682
 23.41598199 23.47183673 23.31790465 23.16430149 22.85668572 23.30785008
 23.35343675 23.14125131 23.55525326 22.71069134 22.85374744 22.68840594
 23.37513587 23.52270088 23.40228231 23.30235092 23.29977195 23.4287371
 23.50134839 23.50908332 22.78689412 22.66963261 23.10089025 23.18101475
 23.21390745 23.25628719 23.33790367 23.45655845]",0.36903768199822834,2023-09-14 14:45:58.936099
23,23,x1922c4s3b0n0,23.26805120268893,"[23.90014519 23.50859974 22.72456127 23.27293038 23.54644831 23.50825434
 23.15384281 23.37349679 23.45298263 23.48541116 23.43107018 23.15183261
 23.13583046 23.56309313 23.40625357 23.37117516 22.9721348  22.97009007
 23.56989653 22.79195786 23.79550146 22.69001469 23.39215486 23.39728591
 23.47452281 23.5567792  22.6843529  23.42866849 23.35439121 23.46075456
 23.28458124 23.3011971  23.47431616 23.51177793 22.4359244  23.19331337
 22.92592062 22.88309883 23.55164729 23.64625207 23.43381558 23.52007291
 23.55705666 23.65149522 22.78118388 23.4518826  23.10829703 23.0050985
 23.22941076 23.34798419 23.57072987 22.99088411 23.20454809 22.42146182
 23.1679911  23.09448821 23.33170984 22.89272469 22.6548031  23.28078666
 23.33395557 23.53418782 23.04273563 23.28173519 22.85995137 23.45380773
 23.1490859  23.38996629 23.58122109 23.32402316 23.38579547 22.8869613
 23.51454227 22.96903487 23.43621833 23.1592721  23.24594794 23.41577638
 23.27780607 22.93229526 23.47693391 23.43560043 23.19721401 23.08216095
 23.3096158  23.10716235 23.47101037 23.25135294 23.57204944 23.18128343
 23.63011777 23.29183505 22.81171496 23.21559159 23.1657772  23.41084273
 23.3500286  23.30452312 23.39598583 23.54111308]",0.28237852674010744,2023-09-14 14:45:58.688358
24,24,x1922c4s5b0n0,23.11371408622135,"[23.38271959 23.18612079 23.2767224  23.0546886  23.36714754 23.44123137
 22.84219753 22.42598723 23.33858451 23.42304359 23.24621813 23.12432795
 23.40954114 23.19364958 23.2563548  22.60621388 23.25466474 23.2234092
 23.32721966 23.18007441 23.18497845 23.38620565 23.15813241 23.29888981
 23.33184593 23.03165701 23.26480878 22.83567732 23.24446201 23.32946453
 23.08469196 23.24919064 22.64108224 23.31124593 23.21410954 22.81835166
 22.70334392 23.13562974 23.3450545  23.32245924 23.15317271 22.99788994
 22.54626211 22.87786367 22.82922598 23.11443959 23.12526377 22.96699069
 23.28783473 23.27435225 23.37110688 23.34212553 22.66899024 22.68165168
 23.30635623 23.27523253 23.3522097  22.81509789 23.14031419 23.21148272
 22.88100448 22.5915948  23.29841483 22.6152885  23.32545127 23.12934217
 22.81887235 22.87995744 23.21545685 22.83287477 23.12105316 23.13536211
 23.12352588 23.1537758  23.26704165 22.67695823 23.34750722 22.56069532
 23.01462867 23.38237787 23.30323332 22.45242191 23.20010672 22.93367581
 22.90826101 23.32694758 22.97015602 23.37923456 23.3594375  23.2088565
 22.59714655 23.02191398 23.25676045 23.31036291 22.97879919 23.43573774
 23.32157537 23.37076551 23.3152543  23.56031736]",0.2609001866661195,2023-09-14 14:45:58.929752
25,25,x1922c4s7b0n0,23.255763014206646,"[23.13783788 23.47348963 23.20178886 23.44968284 23.25351564 23.27482624
 22.47216261 23.30581305 23.24824476 23.25919465 23.34403268 23.36523662
 22.65570131 23.31634155 23.04094376 23.36516838 23.42990359 23.32252723
 23.15109563 23.07683432 23.37308706 23.52567533 23.07131054 23.05256272
 22.54403837 23.23156938 23.286479   23.16919887 23.13890865 23.27347202
 23.14058193 23.44480361 22.76173866 23.49755185 22.88709225 22.82583885
 23.38928245 23.33558911 23.34580388 23.40221385 23.383198   23.28641121
 23.41988934 23.12773738 23.38627401 23.47652054 23.29292012 23.4046786
 23.3775266  23.46364455 23.26758302 23.33647403 23.40960964 22.83861096
 23.45477041 23.25642241 23.24527249 23.40324076 23.35316406 23.37499927
 23.5574035  23.51882829 23.3522097  23.37745829 23.34457764 23.47769179
 23.010723   23.13288687 23.46687943 23.4415748  22.99471696 23.06552339
 23.27719649 23.28600453 23.35834623 23.46605342 23.33987822 23.30065417
 23.27611289 23.31824449 23.49134197 23.1474114  23.41063721 23.49327358
 23.2234092  23.42770795 23.33055311 23.25649001 23.0244318  23.47672723
 23.45882829 22.55865956 23.45855314 22.68261633 22.89128357 23.48079271
 23.12045177 23.19681044 23.17819396 23.5050771 ]",0.22757533574363142,2023-09-14 14:45:58.607399
26,26,x1922c5s0b0n0,23.2202844479341,"[23.26230576 23.43148195 23.27042562 23.39947585 23.37923456 23.4492017
 23.49196281 23.42009503 23.40639053 23.48244687 23.43814089 22.76970718
 23.51696161 23.30547358 23.41358339 23.38483844 22.9403179  23.3933861
 23.30438734 23.17899983 23.0995562  23.45580194 23.28254827 22.81464244
 22.98870393 23.12967653 23.26636498 23.39899677 23.25040688 23.22758973
 23.22273506 23.55039933 23.24014037 23.27096714 23.16363078 23.34280662
 23.3933861  22.98209982 23.46185542 22.52759631 23.31572996 22.83163666
 23.35275504 23.12386007 23.38647911 23.39194966 22.99346123 22.94525263
 23.3214394  23.29075008 23.42324933 23.40741781 23.28281932 23.21700646
 23.19284269 23.39071856 23.3155261  23.17671667 22.94709547 22.97220077
 23.28553008 23.22421821 23.3186523  23.41515956 23.12492954 23.52816616
 23.18390342 23.29665082 23.17523957 23.37861967 23.17651524 23.34232986
 23.13462617 22.96929866 23.52048781 22.93209806 23.25770702 23.30703523
 23.28959741 23.30418368 22.37480597 23.32354716 23.03683013 23.24358404
 22.90780182 23.38784651 23.15920506 22.6957437  23.42434668 23.12158776
 23.33681441 22.82036946 23.27794153 23.2255667  22.58062695 23.25790987
 23.21491791 23.12673451 23.04565633 23.31403126]",0.22269342367588896,2023-09-14 14:45:58.145943
27,27,x1922c5s2b0n0,23.413548293909802,"[23.92795293 23.79330754 23.16711891 23.82427217 23.54367646 23.78425304
 23.08782319 23.59972506 23.80364374 23.80350209 23.05063649 23.30839335
 23.38278793 23.61658475 23.61567845 23.19364958 23.45415153 23.53543407
 23.31749687 23.60912729 23.4973448  23.75388599 22.74510696 23.09302158
 23.6734718  23.6652083  22.79910286 23.64017293 23.05508725 23.5141967
 23.34948339 23.65883953 23.67585388 23.54208294 23.16349665 23.65415263
 23.46281876 23.37336021 23.74690548 23.35098278 23.69415584 23.56871606
 23.42084924 23.70777793 23.49189383 23.41632469 23.44652142 23.28173519
 22.92486947 23.36496365 23.57545324 23.46639759 23.61846728 23.19096016
 22.60563898 23.06073621 23.52574452 23.36271194 23.36448598 23.53280326
 23.34335152 23.46543395 23.0689155  23.71719615 23.11397211 23.52532943
 23.69506817 23.56788287 23.44102531 23.50404123 23.70812922 23.14808117
 23.61323876 23.02118525 23.60007316 23.35480029 23.45930983 23.1537758
 23.08469196 23.68861318 23.64017293 23.54090527 22.92578922 23.0729075
 23.11423924 23.67375202 23.65366307 23.22947821 22.88421161 23.26372633
 23.52830455 23.61024212 23.56462008 22.63557293 23.0376262  22.97992129
 23.57378595 23.47183673 23.56073368 23.66422827]",0.2809236084266123,2023-09-14 14:45:59.165533
28,28,x1922c5s3b0n0,23.37296450164548,"[23.52021121 22.68789119 23.52277004 23.13174977 22.70489035 23.54111308
 23.27387827 23.44968284 23.41879241 23.56239912 23.64765001 23.4677055
 22.74303779 23.5097051  23.28220948 23.31111008 23.04326661 23.27523253
 22.81347135 23.34934709 23.42194636 23.42667889 23.38634238 23.48968656
 23.55407427 23.52387673 23.34028679 23.18168647 23.51640857 23.53162651
 23.61163581 23.39099213 23.15518314 23.59408732 23.06539038 23.64122083
 23.44253648 23.57691231 23.47962116 23.63067616 23.43573774 23.60000354
 23.65772011 22.62654603 23.4505077  23.50404123 23.56364836 23.35173255
 23.44521586 22.82668554 23.35152807 23.50155551 22.70933751 23.67137037
 23.55130062 23.41324077 23.44913297 23.31199315 23.47459169 23.54721069
 23.56309313 23.49079014 23.34839305 23.32177934 23.21242561 23.59937698
 23.11083378 23.52007291 23.64716071 23.56586955 23.45002653 23.75614319
 23.03908581 23.55351948 23.38791488 23.46866933 23.54831968 23.29699003
 23.58115159 23.39680692 23.53709593 23.06558989 22.7055992  23.08862279
 23.47548719 23.27651923 23.30479467 23.1177125  23.42962911 23.43340373
 23.31790465 23.10462641 23.52194009 23.54145945 23.50770171 23.51412758
 23.45910345 23.52996541 23.55435167 23.29230975]",0.24561472675739202,2023-09-14 14:45:58.528442
29,29,x1922c5s5b0n0,23.040078242737906,"[22.70257078 22.69387662 22.72436762 23.10269146 22.58215671 23.50500804
 22.28728872 23.28708906 22.82329916 23.23818266 22.68216615 23.42290643
 22.86877326 23.34641705 22.2610554  22.90242422 23.01290736 23.03835598
 22.69046518 23.20771192 22.97662129 23.20400965 23.23872268 22.91410076
 23.25858605 22.73398959 23.18484407 22.5434031  23.32368316 22.55910485
 23.27306579 22.66905447 23.30662782 23.161753   22.64569675 23.09295492
 23.13462617 22.95361362 23.19237203 23.35527756 22.60161545 23.42084924
 23.25912703 23.13429167 22.65024901 22.68126584 23.15397684 22.64890238
 23.32517924 22.91121332 23.48513538 23.10035661 23.10422605 23.13074654
 23.25459714 22.95736817 22.49725112 23.248515   23.30235092 23.14091661
 22.96540835 23.14814815 22.53083204 22.64229978 23.31960392 23.05455572
 23.31545815 22.78384398 23.21114599 22.58126432 23.33572525 23.18618799
 23.08915589 23.15256965 23.25513793 23.24594794 23.22543185 23.26217048
 23.19425478 23.14968878 23.03172332 23.12713565 22.71701135 23.24034291
 22.80098728 23.03384536 22.40977963 23.21094396 23.36946837 23.46102976
 23.22455532 23.21538948 23.33749519 23.29766849 23.23987032 23.01840321
 23.27739968 22.9931308  23.01648268 23.22637587]",0.28562757212643924,2023-09-14 14:45:58.803201
30,30,x1922c5s7b0n0,23.44571609736321,"[23.71635242 23.48520432 23.58747859 23.23528045 23.40125548 23.71719615
 23.19546529 23.57503639 23.58664406 23.6734718  23.5323187  23.65226441
 23.71332956 23.18961569 23.57510587 23.40714386 23.80286467 23.35561849
 23.57566167 23.56531421 23.44281126 23.38962436 23.58886959 23.61184488
 23.13021153 23.59485278 22.97404794 23.52892735 23.50390312 23.52498353
 23.64247844 23.74401577 23.58831317 23.41269261 23.29583674 23.55580813
 23.53176494 23.56823003 23.71030746 23.59158252 23.40269306 23.28024468
 23.2157937  22.97187094 23.38668421 23.63730913 23.50977419 23.56739686
 23.46075456 23.10596105 23.53501864 23.1806789  23.36032424 23.51633945
 23.61609673 23.38292462 23.71255639 23.43141332 23.49175586 23.17275579
 23.54804242 23.58629636 23.45126388 23.38299296 23.55809721 22.63390786
 23.54464654 23.4582092  22.74161545 23.161753   23.38271959 23.64562305
 23.38552202 22.78267605 23.59415691 23.61442369 23.59199995 23.49589556
 23.19835756 23.52948097 23.55532262 23.4423991  23.49354955 23.3683079
 23.48713492 23.43045256 23.58066503 23.5399355  22.93926543 23.59916813
 22.99557623 23.56642491 23.53640346 23.50459368 23.62293078 23.47156127
 23.57844105 23.74866785 22.88925321 23.52180177]",0.22667080492908648,2023-09-14 14:45:58.732528
31,31,x1922c6s0b0n0,23.321956080559726,"[23.76920106 23.63982365 23.08635741 23.37588719 23.53100357 23.58615728
 23.37151655 23.35459575 23.333275   23.69843738 23.56649434 23.09348821
 23.61421458 23.36858094 23.66506829 23.57510587 23.61038148 23.29163161
 23.57767666 23.68019891 23.38695768 23.54887422 23.27719649 23.31824449
 23.35971034 23.52456847 23.03026465 23.5696882  23.46825625 23.46199304
 23.5596929  23.38935083 23.20952983 23.47149241 23.44693373 23.54984472
 22.69613003 23.02522701 23.47018406 23.15672471 23.70784819 23.42379799
 23.11998405 23.45277637 23.59422649 23.09015551 23.62272151 23.62272151
 23.2199715  23.52297754 23.09342155 23.02310657 23.11470673 23.24257109
 23.56038674 23.35875545 23.42036928 23.58400179 23.48182653 23.5652448
 23.29136036 22.97391599 23.63249113 22.57775921 23.48830723 22.77223495
 23.52685149 23.5129527  23.46873817 23.11751209 22.96857325 23.69029675
 23.33028095 23.1013572  23.42921741 22.98441082 23.36093818 23.03862137
 23.03251904 23.12446163 23.4968617  22.62129965 22.75099322 23.5080471
 22.89357635 22.70953091 23.10622799 23.11343786 23.23993783 23.02105275
 23.00139446 23.15739502 23.17980575 23.25358323 23.55351948 23.35977855
 22.89501776 23.44349824 23.43711091 23.49920837]",0.2685065005248887,2023-09-14 14:45:57.966848
