,i_Host,Host,Throughput,Throughputs,Uncert,Start
20,20,x1922c4s0b0n0,24.08746001622433,"[24.27869514 23.65555151 24.15043305 24.20340542 24.2052362  24.326757
 23.91086031 21.75237101 25.19367639 24.32623919 24.08093603 24.01205405
 24.04785523 24.39753341 24.37241043 24.14533075 24.49569488 24.02020099
 24.11876078 24.27471697 24.13229323 23.6733317  24.22854789 24.193524
 24.02474549 19.47230065 24.87036323 23.96379071 23.48713492 24.13025512
 24.48257606 24.15933079 24.11178222 23.95991506 23.56816059 23.77365107
 24.82205688 24.19908588 23.90264453 24.07941391 24.284886   23.91622148
 24.32498176 24.15400594 23.19815575 25.08371691 24.15437058 23.88879765
 23.78948683 24.23082282 24.44009275 24.47381302 24.18058058 24.09116095
 23.79734184 24.50965374 24.15867417 24.31862259 24.08340082 24.21432095
 24.08412585 23.91686498 24.55320834 24.21798609 23.62460503 24.45144707
 24.13724437 24.17539247 23.99318594 24.20684751 24.06413091 24.22708042
 24.31928793 24.15108921 23.63109498 24.57991391 24.19052457 23.77117863
 24.24999318 24.0158024  23.99275419 24.18518597 24.17086384 24.31522255
 24.28215868 24.24058783 24.3097549  24.24580396 24.09827276 23.87147597
 24.3667686  24.03932834 24.06927136 23.95747548 24.9288748  23.58240281
 24.29779376 24.33482283 24.11846992 24.28097949]",0.6047009508590319,2023-09-14 14:47:44.812051
21,21,x1922c4s1b0n0,24.154540905217047,"[24.21358806 23.93962427 24.66836467 24.18818407 24.18430862 24.12159697
 24.61856609 22.95809287 23.65317352 24.69661749 24.22612667 23.78877943
 24.66433383 24.15305793 24.49922062 24.19974469 24.24734719 23.67963818
 23.90843071 24.68198801 23.58546192 24.68175956 24.34600543 23.79599692
 24.49044566 19.8550088  24.71256201 24.2139545  23.80088182 24.52956886
 24.20267319 23.64890831 24.69471163 24.32076659 24.1360064  23.49265267
 24.50897794 24.4386742  24.40825243 23.57093821 24.64518633 23.89129461
 24.62235464 24.39797985 24.26065649 24.16363614 23.999808   24.40847584
 24.3040682  24.17794971 23.93138871 24.42621299 24.32439007 24.21732629
 23.80222729 24.15612101 24.40899716 23.77301525 24.43419566 24.32919838
 24.19491423 24.19147553 24.15305793 24.36216799 24.28370654 24.0352838
 23.65485205 24.46677717 24.30532347 24.14161471 24.30436354 24.06594068
 24.70332846 24.03824485 24.56150046 24.14394621 23.81342184 24.22311915
 24.58074467 24.26264311 23.57858004 24.10408142 24.02813695 24.03051876
 24.34519046 23.90993129 24.64108716 24.2756009  23.98642368 24.16035226
 24.24844961 24.32143205 24.23016231 23.27428453 24.81343399 23.9453567
 24.65924013 24.33090024 24.24411398 24.44091409]",0.5492728895385572,2023-09-14 14:47:45.047194
22,22,x1922c4s2b0n0,24.2786797076742,"[24.31596161 23.62035011 24.6293286  24.43509123 24.32424215 24.34845068
 24.16538791 22.81952324 24.15947671 24.58935773 24.48414957 24.53287866
 24.41413701 24.5158127  23.46832509 24.86224761 24.0208501  24.56044479
 24.33889477 24.41711762 24.17597694 24.3285325  24.56082181 24.24778815
 24.58663716 20.59456509 24.52956886 24.32461195 24.5685909  23.65695056
 24.36699126 23.85033912 24.22429273 24.0602951  24.54913971 24.32490779
 24.49089551 24.2472737  24.55659989 24.54409346 24.01169369 24.63084521
 24.42718257 24.40586961 24.53468438 23.88665781 23.9912432  24.36906956
 24.5671574  24.00232823 24.62659919 24.59555681 24.41473307 24.62174839
 24.12436108 24.21717967 24.35156352 24.79282496 24.45496008 24.14445628
 24.47898021 24.36550697 24.45451155 24.53724293 24.53167499 24.15378716
 24.4035617  23.61386606 24.66958179 24.72898577 24.33053025 24.43957011
 24.19967149 24.33608128 23.81583217 23.97916211 24.30635733 24.45959581
 23.69717382 24.710959   24.33371253 23.73225272 24.68594845 24.4194281
 24.36053593 24.20941141 24.56202833 24.01097301 24.00614557 24.80127975
 24.44367718 23.90857361 24.55388657 24.60834284 23.6055048  23.96515467
 24.70966148 24.70012504 24.50387314 24.55320834]",0.4972965925119259,2023-09-14 14:47:45.019276
23,23,x1922c4s3b0n0,24.31726974175132,"[24.85506391 24.00096004 24.80204865 24.5086776  24.49449486 24.51926908
 24.39336744 22.2838122  24.46887254 24.69806614 24.2387517  24.4691719
 24.86410214 24.16166571 24.01140542 24.10851241 24.9270106  24.20186778
 24.77240354 24.50882777 24.53054666 24.47913001 24.5462774  24.45802544
 24.30052459 20.27066404 24.54017841 24.68229261 24.66897322 24.50882777
 24.39470635 24.35252718 24.03023003 24.64093537 24.32779268 23.9839787
 24.15444351 24.50109642 23.94249014 24.88808141 24.43337477 23.87860119
 25.22720249 23.93754694 24.6871673  24.53325483 24.45466106 24.43897283
 23.82029966 24.42434863 24.30037696 24.62220307 24.49539487 24.45084921
 23.9273804  24.07622533 24.63964519 24.49959576 24.79167248 24.18021514
 24.56248081 23.67431248 24.73227314 24.68008441 24.38674946 24.53205112
 23.86456857 23.89029576 24.20530943 24.12508858 24.40713543 24.05291642
 23.63598224 24.36231637 24.40445503 23.85567318 24.41965171 24.25065477
 24.54620209 23.95991506 24.26220161 24.67148377 24.64708456 23.91929629
 24.89691123 23.84273333 24.88916544 23.4615802  24.81120226 24.48452425
 24.37122246 24.33408262 24.70950884 23.75452078 24.51528681 24.37330149
 24.46393405 24.30325603 24.18511285 24.97338773]",0.5633959058537523,2023-09-14 14:47:45.080701
24,24,x1922c4s5b0n0,23.986973291426374,"[23.76101174 23.8839479  24.4011798  24.00780254 24.09326503 23.96178096
 23.80853179 23.39318089 23.93110236 22.99379168 24.61909642 24.03282884
 24.14533075 24.13913799 24.45712818 24.02157137 24.01738859 24.3335645
 23.58866093 24.0352838  23.95130699 24.47913001 24.21615339 23.90178755
 23.78389949 21.01386653 23.92416041 24.51573757 24.26043578 24.40929506
 24.0352838  24.18525908 24.02755961 23.92208577 24.0788341  24.25374266
 23.85766517 24.49561988 22.74387834 24.52009575 23.82838795 23.55393557
 24.22832776 23.86969533 23.53273403 23.80413954 24.48122749 23.80966553
 24.52896718 23.7987577  24.36016504 23.78623312 24.1260344  23.21289709
 24.20831253 24.25094882 24.05537547 23.999664   24.57349626 24.22341253
 24.0618148  24.18335822 23.95152212 24.25977366 23.83286015 24.06130821
 23.70433582 24.20787301 23.16369785 24.44771093 23.60501725 24.39850071
 24.02149924 23.70581089 24.56979819 23.52318504 23.86941046 24.04272392
 23.91958236 24.03607815 23.79351983 23.99491308 24.08470591 23.5801785
 24.46101678 24.06485478 23.53515711 24.16998752 23.52615962 24.28894125
 24.52422994 23.74894985 24.23449295 24.01500938 23.92551986 24.18167694
 23.68265246 24.28643421 24.3915081  24.20779975]",0.4576840735964121,2023-09-14 14:47:45.394866
25,25,x1922c4s7b0n0,24.267614301814223,"[24.52558325 23.86044028 23.6159573  24.4544368  24.10379092 24.29639168
 23.83399622 23.4492017  23.90093064 24.66266104 24.3340086  23.53938139
 24.98914534 24.48414957 24.28267462 24.41413701 24.48977093 24.41555271
 24.36216799 24.57734645 24.21908585 23.73704106 24.11091019 24.43979409
 24.43725582 20.7688094  24.27405407 24.3839249  24.61493019 24.53536159
 24.56557319 24.38749287 24.19169499 24.42636215 24.72470585 23.69836718
 24.75791402 24.0227255  24.2302357  24.478381   24.47388789 24.32779268
 23.72092334 24.1113462  25.02854819 24.57930975 24.00189615 24.59948956
 23.88024059 24.18928112 24.20699401 24.45869843 24.41242348 24.34326437
 24.35586352 24.28783513 24.31019813 24.40393391 24.31359677 24.50312262
 23.90121627 24.58278406 24.1998911  24.9284864  24.16823508 24.19725603
 24.23941268 24.88738458 24.14139616 24.36721391 23.64429522 24.59782555
 24.19813432 24.33408262 24.36647173 24.02200416 24.26301104 24.10960225
 24.78813888 24.00830687 24.19608507 24.73686163 24.25425738 24.09435349
 24.19835391 24.09914388 24.79735908 23.67753564 24.70676162 24.59154973
 23.95869521 24.50912812 24.51160625 23.93482547 24.32024904 24.02856997
 24.39031826 24.52513213 24.18854975 24.99195571]",0.4773189855041446,2023-09-14 14:47:45.153937
26,26,x1922c5s0b0n0,24.10817731393865,"[24.23544737 23.96982199 24.29735098 23.9984401  23.90771622 24.45638052
 24.09834535 21.94353927 24.58270852 23.49334257 24.8397834  24.03145718
 23.75889474 24.36068429 24.50177178 23.48699701 24.16027929 24.55690141
 24.06275567 24.20186778 24.16057116 23.9356132  23.88844098 24.33889477
 24.20699401 21.11230161 23.63598224 24.54800977 24.35156352 24.04489181
 24.09616781 24.01400016 24.27729527 24.24330582 24.1810922  23.99095541
 24.42382666 24.01861443 24.22392597 24.1656799  23.48927274 23.98441013
 24.28643421 24.72791565 24.19689009 24.12508858 24.23544737 24.34674636
 24.06022274 23.90121627 24.31862259 24.24859661 24.26595487 24.25609586
 24.03008567 23.97018109 23.56281552 24.70393873 24.03708923 24.07796445
 24.54552428 24.06623027 23.86015563 24.52761349 24.15823645 24.20787301
 23.94420999 24.4731392  23.85275693 24.19542646 23.96522646 24.64571781
 24.34474595 24.0442414  24.24014714 24.18840347 24.22876803 24.06724388
 24.26463006 24.19937868 24.081081   23.02814327 25.22608882 23.67088008
 24.44397593 24.13615203 24.04518089 24.35193415 24.22363258 24.14605951
 24.34333845 23.97930586 23.87589311 24.37916922 24.49336995 24.00953178
 24.05537547 24.00982002 24.2341993  24.43733047]",0.4791776292334418,2023-09-14 14:47:44.812379
27,27,x1922c5s2b0n0,24.114163096974433,"[23.61463281 24.17868045 24.61190108 23.84948589 24.1548811  24.73150856
 24.43546441 22.95499673 24.08412585 24.04489181 24.43449418 24.3944088
 23.74789237 24.45234391 23.95639935 23.79443983 23.99808015 24.59018913
 23.76383501 24.37627214 24.31899222 23.76447033 24.22253241 24.43434492
 24.44718796 19.97164027 24.12799903 24.46258753 24.03737812 24.63175526
 23.92652165 24.11592525 23.7648939  23.78248539 24.26831044 24.45869843
 23.77273268 24.16020633 24.4542873  23.80576873 24.30702199 23.86207719
 23.96544183 24.17195932 23.36073353 24.22055235 24.32905041 24.04799981
 24.12996399 24.55720293 24.2685313  24.01371183 24.44375187 23.80569789
 24.16954939 24.11737928 24.04373555 24.56414004 24.17415058 23.79500602
 23.91300449 24.40065882 24.55622301 24.36090683 23.73387209 24.59986778
 24.1056793  24.41831007 24.35430645 23.64387594 24.12450658 24.66806041
 23.9485107  24.17217843 23.65702052 24.23287796 24.42695881 24.24044093
 24.19689009 24.2632318  24.5474825  23.85012581 24.0913786  24.26860492
 23.98879723 23.94184526 24.20831253 24.16020633 24.53731819 23.41639323
 24.23831107 24.54951637 24.49127039 24.06854722 24.57319433 23.72887389
 24.1810922  24.06934378 24.35363919 24.68937678]",0.5246643752433582,2023-09-14 14:47:45.146152
28,28,x1922c5s3b0n0,24.34062897735253,"[24.83261267 24.24418746 24.4140625  24.3445237  24.26249594 24.58852638
 24.47081855 22.97055175 23.90521582 24.85359678 24.64495857 24.11607065
 24.51017938 24.73517899 24.51070505 24.43344939 24.53092276 24.28120058
 24.17188628 24.76435172 23.77068421 24.48864645 24.8294527  24.03615037
 24.35015523 20.63062668 24.76289528 24.26926752 24.59207889 24.41003985
 24.17860737 24.5596154  24.21468742 24.37783202 24.59404455 24.86278849
 24.32172782 23.95991506 24.47171681 24.6659308  23.96178096 24.55976619
 24.28466484 24.05920972 24.65217324 24.58301068 24.30724356 24.65886008
 23.85361039 24.73517899 23.85147685 24.94053242 24.5252825  24.09094331
 24.31847475 24.08492344 24.19681691 23.98074346 25.16221767 24.43173316
 24.40720989 24.3407461  23.95668631 24.35556692 24.5933641  24.66494218
 24.65057806 23.99678443 24.41629788 24.75561566 24.1206515  23.93382298
 24.48310054 24.88575881 23.89714668 24.31780945 24.13717155 24.88924287
 24.49351993 23.84955699 24.38087808 24.55215338 24.16787003 24.39411126
 24.28156907 23.62390739 25.19280368 23.95295639 24.54793444 24.57130747
 24.49486986 23.81172072 24.78391524 24.42062077 24.59994342 24.02864214
 23.96041739 24.95531439 24.59283488 24.43255393]",0.5106627474576442,2023-09-14 14:47:44.740871
29,29,x1922c5s5b0n0,23.939466343128306,"[24.23236414 24.12887231 23.8424491  23.6428278  24.31950972 23.99016403
 23.77223819 22.81321113 24.37879776 23.95087675 24.42501977 23.35691408
 24.15969559 24.34200517 24.03138499 23.39639637 24.75760755 23.89336392
 24.36001669 24.17517331 24.2351537  24.34585725 23.72591819 23.93998246
 23.8499836  20.55604091 24.04019521 23.8962901  24.0176049  24.10691416
 24.39969134 23.72704408 22.14686137 24.67475587 23.58553146 24.11011088
 23.7426064  24.42390123 23.47410952 24.03232348 23.76312913 24.57651591
 24.21417437 23.59429608 23.96845751 24.63403068 23.95030312 24.30753898
 23.4781052  23.97341348 24.34178297 23.07869836 24.64814769 24.09210411
 23.79054802 23.94657519 24.26087721 23.85048133 23.84188065 23.57420275
 24.18723337 24.40073324 24.31522255 24.23214394 24.15823645 24.01818176
 23.22003889 24.46715132 23.88173764 23.70876157 23.92380269 24.05306105
 23.52899655 24.38310738 24.23904547 23.44542199 24.33082624 24.25131639
 23.93153189 23.63821709 24.21095001 24.08804179 23.58942604 24.48969596
 23.45951621 23.67235099 23.46405746 23.80704391 23.89400619 24.10364568
 23.5532421  24.2096312  23.83435126 24.46400886 24.30672658 23.39543847
 23.80236893 24.12719859 23.84721092 24.42792845]",0.5317746910216032,2023-09-14 14:47:44.737867
30,30,x1922c5s7b0n0,24.46085157032689,"[25.317337   23.91993996 24.95780571 24.61939947 24.71531052 23.71347014
 24.42718257 22.93098061 24.20721375 24.54356636 24.81120226 24.41458405
 24.220919   24.80766309 24.67110335 24.56934544 24.16414705 24.82067065
 24.2962441  24.56338582 24.28923622 24.71164598 24.48737217 24.53859768
 24.71783052 21.47927787 24.26831044 24.84996832 24.31729203 24.50229709
 24.77639305 24.5405548  24.35497374 24.42032259 24.55788139 24.8034328
 24.44554449 24.38652644 24.45735249 24.1431447  24.78000006 24.30421587
 23.69843738 25.21360652 24.58527711 24.63668587 23.97003745 24.83037748
 23.89900281 24.95453595 24.52272644 24.40155194 24.78353134 24.60962975
 24.34889532 24.5167894  24.61250685 24.59449821 24.44263162 24.76642169
 24.25447798 24.18825721 24.46348519 24.27537991 24.82013161 24.76534832
 23.77577071 25.06532651 24.54243694 24.40974193 24.61917218 23.95833645
 24.51603809 24.8899398  24.35430645 24.51333372 24.03217909 24.47763203
 24.98969175 24.56232998 24.70836409 24.32291097 24.76090253 24.53491011
 24.22671359 23.86371433 24.72906221 24.56776096 24.09899869 24.83053162
 24.8397834  24.08187839 25.20304201 24.44726267 24.03246786 25.0010938
 24.53190067 24.31529645 24.71729593 24.58716611]",0.4651589455277438,2023-09-14 14:47:44.994508
31,31,x1922c6s0b0n0,24.35574806678791,"[24.38295875 24.18058058 24.76389177 24.38340465 23.83783123 24.97541483
 24.68640551 22.60519185 24.19279236 24.68998636 24.48924616 24.18196932
 24.37991217 24.42002442 24.54168405 24.39418565 24.33667354 24.33178826
 24.40899716 24.40378503 24.16998752 24.49187023 24.79812774 24.25587523
 24.16232248 20.9333117  24.45780112 24.56059559 23.70665387 24.79021282
 24.21366135 24.23713614 24.81058668 24.34163485 24.38704682 24.38437084
 23.85304141 25.13620682 24.65696004 23.81257125 25.20820401 24.3237984
 24.10168501 24.58248191 24.7130964  24.42069532 24.29683443 24.52844073
 24.44875693 24.32121022 24.69356825 24.25616941 24.17868045 24.65209728
 24.5707792  24.26691176 24.32956833 24.37322723 24.41793742 24.41339197
 23.6032065  24.38251286 24.75982965 24.52295195 24.63683762 24.36513593
 23.66800884 24.72218445 24.6013051  24.34082016 24.71004309 24.26367334
 24.1688192  24.66266104 24.50139658 24.30879462 24.37612359 24.52633515
 24.49127039 23.7056704  25.07200366 23.97247959 24.62857037 24.37582649
 24.13535105 24.52325264 24.51205687 24.03781148 24.67985599 24.49344494
 24.05067477 24.32268912 24.21116982 24.76872206 24.17429668 24.83469407
 23.83243416 24.88274009 24.44285566 24.46206393]",0.4917930220074595,2023-09-14 14:47:45.451731
